text,raw_label,label,source,is_synthetic
"как сообщить о чертовски дефектном товаре, который я получил",product_info,product_info,bitext,False
Мне нужна помощь с добавлением чертовых товаров в корзину.,product_info,product_info,bitext,False
"Я хотел бы подтвердить наличие товаров в магазине, мне нужна помощь",product_info,product_info,bitext,False
"Я хотел бы узнать о чертовых продуктах, как я могу получить больше информации?",product_info,product_info,bitext,False
"Я хотел бы проверить наличие этого чертового предмета, вы можете мне помочь?",product_info,product_info,bitext,False
"Мне нужно посмотреть наличие какого-то товара в сети, где я могу это сделать?",product_info,product_info,bitext,False
не могли бы вы помочь мне подтвердить наличие этого чертового товара в Интернете?,product_info,product_info,bitext,False
Я хотел бы сообщить о проблеме с приобретенным мной продуктом. Могу ли я получить помощь?,product_info,product_info,bitext,False
"мне нужно удалить чертову вещь из корзины, ты мне поможешь?",product_info,product_info,bitext,False
"нужно проверить наличие товара, помогите мне",product_info,product_info,bitext,False
"мне нужна помощь, чтобы узнать наличие товара",product_info,product_info,bitext,False
не могли бы помочь мне проверить наличие товаров в магазине,product_info,product_info,bitext,False
"мне нужно добавить чертов товар в корзину, помогите мне.",product_info,product_info,bitext,False
"заказанный мною продукт работает неправильно, сообщите о проблеме с продуктом",product_info,product_info,bitext,False
"хочу удалить чертовы вещи из корзины, мне нужна помощь",product_info,product_info,bitext,False
"Я хотел бы увидеть наличие этого чертового товара, где мне это сделать?",product_info,product_info,bitext,False
где проверить наличие товара в магазине?,product_info,product_info,bitext,False
"Я хотел бы добавить чертовы товары в корзину, где мне это сделать?",product_info,product_info,bitext,False
"Я ищу информацию о продуктах, где я могу ее найти?",product_info,product_info,bitext,False
как удалить долбаные товары из корзины?,product_info,product_info,bitext,False
"Я хотел бы увидеть наличие этих чертовых предметов, не могли бы вы мне помочь?",product_info,product_info,bitext,False
"я ищу информацию о продукте, где я могу ее получить",product_info,product_info,bitext,False
мне нужна помощь с проверкой наличия этого чертового товара,product_info,product_info,bitext,False
"Звоню, чтобы оставить отзыв о вашей продукции.",product_info,product_info,ikshana,False
нужна помощь в отправке отзыва об услуге,product_info,product_info,ikshana,False
"звоню, чтобы написать отзыв о товаре",product_info,product_info,ikshana,False
Есть ли способ оставить отзыв о вашей компании?,product_info,product_info,ikshana,False
есть ли у вас способ оставить отзыв об услуге?,product_info,product_info,ikshana,False
"Мне нужно отправить отзыв об услуге, как это сделать?",product_info,product_info,ikshana,False
"Я не знаю, как я могу отправить отзыв о вашей компании.",product_info,product_info,ikshana,False
Я должен отправить свой отзыв,product_info,product_info,ikshana,False
помогите мне написать комментарий к услуге,product_info,product_info,ikshana,False
"Есть ли электронное письмо, по которому можно отправить отзыв о вашей продукции?",product_info,product_info,ikshana,False
у вас есть адрес для отправки отзыва?,product_info,product_info,ikshana,False
"Я не знаю, как оставить отзыв об услуге",product_info,product_info,ikshana,False
"Я не знаю, что сделать, чтобы оставить мнение",product_info,product_info,ikshana,False
как я могу отправить отзыв о продукте?,product_info,product_info,ikshana,False
"есть ли раздел, где можно оставить отзыв о вашей продукции?",product_info,product_info,ikshana,False
Я стараюсь оставлять отзывы о ваших услугах.,product_info,product_info,ikshana,False
оставить отзыв об услуге,product_info,product_info,ikshana,False
"Мне нужна помощь, чтобы отправить отзыв о ваших услугах",product_info,product_info,ikshana,False
Есть ли адрес для отправки отзывов о вашей продукции?,product_info,product_info,ikshana,False
"есть адрес, где можно оставить отзыв?",product_info,product_info,ikshana,False
"Есть ли адрес, по которому можно отправить отзыв о вашей компании?",product_info,product_info,ikshana,False
помогите отправить отзыв о вашей продукции,product_info,product_info,ikshana,False
"Я не знаю, как я могу оставить отзыв о продукте",product_info,product_info,ikshana,False
я стараюсь оставлять свой отзыв,product_info,product_info,ikshana,False
помогите мне оставить отзыв о вашей продукции,product_info,product_info,ikshana,False
"Мне нужно оставить отзыв о товаре, помогите мне.",product_info,product_info,ikshana,False
есть ли электронное письмо для отправки моего отзыва о вашей продукции?,product_info,product_info,ikshana,False
помогите оставить отзыв о вашей продукции,product_info,product_info,ikshana,False
"Мне нужна помощь, чтобы оставить отзыв о ваших услугах",product_info,product_info,ikshana,False
звоню оставить отзыв,product_info,product_info,ikshana,False
"нужна помощь, оставив отзыв об услуге",product_info,product_info,ikshana,False
как я могу отправить отзыв?,product_info,product_info,ikshana,False
как написать комментарий к вашей продукции?,product_info,product_info,ikshana,False
помощь в отправке отзывов о продукте,product_info,product_info,ikshana,False
где я могу оставить отзыв об услуге?,product_info,product_info,ikshana,False
"Мне нужна помощь, чтобы оставить отзыв о продукте",product_info,product_info,ikshana,False
"я не знаю, что делать, чтобы написать отзыв об услуге",product_info,product_info,ikshana,False
Могу ли я отправить отзыв об услуге?,product_info,product_info,ikshana,False
как написать отзыв?,product_info,product_info,ikshana,False
могу ли я написать отзыв о вашей продукции,product_info,product_info,ikshana,False
помогите оставить блин отзыв о товарах ру,product_info,product_info,ikshana,False
"Я не знаю, как отправить отзыв о ваших услугах.",product_info,product_info,ikshana,False
как я могу оставить отзыв о наших услугах,product_info,product_info,ikshana,False
Есть ли у вас способ оставить отзыв о ваших услугах?,product_info,product_info,ikshana,False
помогите мне оставить отзыв о ваших услугах,product_info,product_info,ikshana,False
Я хочу оставить отзыв о вашей компании,product_info,product_info,ikshana,False
"нужно написать комментарий о ваших услугах, как я могу это сделать",product_info,product_info,ikshana,False
есть ли у вас раздел для отправки отзывов об услуге?,product_info,product_info,ikshana,False
можно ли оставить отзыв о вашей компании?,product_info,product_info,ikshana,False
как я могу отправить отзыв об услуге?,product_info,product_info,ikshana,False
За сколько продаётся HP?,product_info,product_info,runlu,False
Покажите мне цену на Фейсбук.,product_info,product_info,runlu,False
какова балансовая стоимость гугля,product_info,product_info,runlu,False
"Продюсеры, пожалуйста.",product_info,product_info,runlu,False
Расскажите мне о сегодняшних рыночных тенденциях для [компании],product_info,product_info,runlu,False
Какова текущая цена акций Google?,product_info,product_info,runlu,False
Стоимостная цена GSS Energy ( &lt; &lt; Энергетика &gt; &gt; ),product_info,product_info,runlu,False
Расскажи мне о текущей цене эксксон-мобильных запасов.,product_info,product_info,runlu,False
Каковы текущие запасы для Яху?,product_info,product_info,runlu,False
Какова цена AMD на фондовом рынке?,product_info,product_info,runlu,False
Цена акций за яблоко,product_info,product_info,runlu,False
Какая разница между вчерашними и сегодняшними ценами на акции Уолмарта?,product_info,product_info,runlu,False
"Какова цена ""Форд Сток""?",product_info,product_info,runlu,False
показать стоимость акций гуга,product_info,product_info,runlu,False
показать значение гуга для носка,product_info,product_info,runlu,False
Я хотел бы получать обновленную информацию о фондовом рынке каждый день.,product_info,product_info,runlu,False
Что такое акции Apple,product_info,product_info,runlu,False
Не могли бы вы дать мне прежний график на будущее.,product_info,product_info,runlu,False
отправиться в NSDL и искать цены,product_info,product_info,runlu,False
Какова цена для Марвела?,product_info,product_info,runlu,False
x цена акций компании,product_info,product_info,runlu,False
Скажи мне краткое прогнозирование запасов Microsoft на 30 дней вперед.,product_info,product_info,runlu,False
Открытая цена акций за имя,product_info,product_info,runlu,False
ПАДА проверяет фондовые цены на эту продукцию.,product_info,product_info,runlu,False
перечислить стоимость акций этой компании,product_info,product_info,runlu,False
Какова цена GOOGL сегодня,product_info,product_info,runlu,False
Ставка запасов Фейсбука,product_info,product_info,runlu,False
Как поживает IBM?,product_info,product_info,runlu,False
Могу ли я получить список акций олы и uber?,product_info,product_info,runlu,False
Какова цена акций IBM?,product_info,product_info,runlu,False
Сколько стоит акции ФБР?,product_info,product_info,runlu,False
Когда айфон обычно падает,product_info,product_info,runlu,False
Какова цена яблочного запаса сегодня,product_info,product_info,runlu,False
"Сделай так, чтобы акции поднялись или упали сегодня для Уолмарта.",product_info,product_info,runlu,False
Сведения об товарно-материальных запасах,product_info,product_info,runlu,False
Каков рост стоимости акций за последнюю неделю Дисней?,product_info,product_info,runlu,False
"Что ""Apple"" закрыла вчера?",product_info,product_info,runlu,False
Какова текущая цена акций...,product_info,product_info,runlu,False
Какие последние новости на фондовом рынке?,product_info,product_info,runlu,False
В наши дни Старбак много чего делает?,product_info,product_info,runlu,False
Сколько стоит акции Старбака?,product_info,product_info,runlu,False
Где ДЕЛЛ сейчас стоит на фондовом рынке?,product_info,product_info,runlu,False
Какова ставка за акции Уэллса Фарго?,product_info,product_info,runlu,False
"Пожалуйста, выясните цену акций Microsoft в Насдаке.",product_info,product_info,runlu,False
Дайте мне цену акций Intel,product_info,product_info,runlu,False
"PDA, каковы цены на акции",product_info,product_info,runlu,False
Какие у меня колебания акций?,product_info,product_info,runlu,False
Насколько эффективно будет покупать акции NIKE,product_info,product_info,runlu,False
Какова цена акций (вставить),product_info,product_info,runlu,False
"Какова цена акций ""Сенсекса"" сейчас?",product_info,product_info,runlu,False
помощь в написании комментария к вашей продукции,product_info,product_info,ikshana,False
мне нужна помощь в извлечении чертовых товаров из корзины,product_info,product_info,bitext,False
"хочу добавить товары в корзину, как мне это сделать?",product_info,product_info,bitext,False
"мне нужно добавить элементы в catr, где я могу это сделать",product_info,product_info,bitext,False
"Я хотел бы подтвердить наличие этого чертового товара в магазине, как мне это сделать?",product_info,product_info,bitext,False
"Я не вижу наличия чертовых товаров в магазине, мне нужна помощь",product_info,product_info,bitext,False
"мне нужно подтвердить наличие чертовых товаров в магазине, поможет мне",product_info,product_info,bitext,False
"Я хочу удалить товары из катра, как это сделать",product_info,product_info,bitext,False
"Я хотел бы проверить наличие товаров онлайн, как это сделать?",product_info,product_info,bitext,False
"Мне нужно проверить наличие товара, не могли бы вы мне помочь?",product_info,product_info,bitext,False
"мне нужно проверить наличие товаров в магазине, мне нужна помощь",product_info,product_info,bitext,False
"Я бы хотел убрать долбанные продукты из корзины, помогите мне.",product_info,product_info,bitext,False
"Я хотел бы подтвердить наличие чертовых товаров в Интернете, вы мне поможете?",product_info,product_info,bitext,False
"хочу удалить товар из корзины, могу ли я это сделать",product_info,product_info,bitext,False
"Я хочу узнать о продукте, как я могу получить дополнительную информацию?",product_info,product_info,bitext,False
есть ли этот товар в наличии,product_info,product_info,bitext,False
"Мне нравится информация о продукте, где я могу ее найти",product_info,product_info,bitext,False
"Я хочу удалить товары из корзины, как мне это сделать?",product_info,product_info,bitext,False
где я могу получить информацию о продукте,product_info,product_info,bitext,False
можешь мне помочь добавить чертовы товары в корзину?,product_info,product_info,bitext,False
"мне нужно добавить товары в корзину, помогите мне",product_info,product_info,bitext,False
хочу знать о чертовом продукте,product_info,product_info,bitext,False
Вы дадите мне информацию о продуктах?,product_info,product_info,bitext,False
не могли бы вы мне помочь проверить наличие товара?,product_info,product_info,bitext,False
Можете ли вы помочь мне увидеть наличие этого чертового продукта в Интернете?,product_info,product_info,bitext,False
"мне нужно вытащить чертовы вещи из тележки, где это сделать",product_info,product_info,bitext,False
"Я должен увидеть наличие какого-то гребаного товара в Интернете, помогите мне.",product_info,product_info,bitext,False
"Мне нужно сообщить об ошибке продукта, мне нужна помощь",product_info,product_info,bitext,False
"хочу оставить отзыв о ваших услугах, помогите мне",product_info,product_info,ikshana,False
"Я хотел бы увидеть наличие какого-то долбанного товара в магазине, где я могу это сделать?",product_info,product_info,bitext,False
как я могу проверить наличие чертовых товаров онлайн?,product_info,product_info,bitext,False
"Я хотел бы увидеть наличие этого чертового предмета, не могли бы вы мне помочь?",product_info,product_info,bitext,False
где проверить наличие чертового товара,product_info,product_info,bitext,False
"Я хотел бы сообщить о проблеме с купленным мной продуктом, мне нужна помощь",product_info,product_info,bitext,False
"Мне нужна помощь, чтобы добавить чертов товар в корзину.",product_info,product_info,bitext,False
Мне нужно отправить отзыв об услуге,product_info,product_info,ikshana,False
"Я ищу информацию о чертовых продуктах, могу ли я получить помощь?",product_info,product_info,bitext,False
"Мне нужна помощь, чтобы проверить наличие товара",product_info,product_info,bitext,False
"Я хочу увидеть наличие товара, мне нужна помощь",product_info,product_info,bitext,False
Я хотел бы сообщить о проблемах в купленном мной продукте. Где я могу это сделать?,product_info,product_info,bitext,False
"я должен сообщить о чертовых проблемах с приобретенным мной продуктом, как я могу это сделать",product_info,product_info,bitext,False
"Я хочу добавить чертовы товары в корзину, где я могу это сделать?",product_info,product_info,bitext,False
"хочу проверить наличие товара в магазине, как я могу это сделать",product_info,product_info,bitext,False
"Мне нужна помощь, чтобы отправить отзыв о вашей продукции",product_info,product_info,ikshana,False
"купленный мной продукт не работает должным образом, могу ли я сообщить о проблеме с продуктом?",product_info,product_info,bitext,False
"Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",product_info,product_info,bitext,False
"нужна помощь, оставлю свой отзыв об услуге",product_info,product_info,ikshana,False
"Мне нужно проверить наличие какого-то товара в магазине, это может мне помочь.",product_info,product_info,bitext,False
помоги мне проверить наличие чертового товара,product_info,product_info,bitext,False
"Я хочу узнать больше о продукте, дайте мне некоторую информацию",product_info,product_info,bitext,False
"Я хотел бы узнать больше об этом чертовом продукте, можете ли вы дать мне некоторую информацию?",product_info,product_info,bitext,False
"мне нужно добавить товары в корзину, могу ли я получить помощь",product_info,product_info,bitext,False
Мне нужна помощь с добавлением чертового товара в корзину.,product_info,product_info,bitext,False
"хочу сообщить о чертовых проблемах с полученным мной продуктом, мне поможет",product_info,product_info,bitext,False
"нужно удалить чертов товар из корзины, где я могу это сделать",product_info,product_info,bitext,False
"Мне нужна информация о продукте, где я могу ее найти?",product_info,product_info,bitext,False
"Я ищу информацию о продуктах, которые могли бы мне помочь.",product_info,product_info,bitext,False
"Я хотел бы добавить офигенные товары в корзину, мне нужна помощь",product_info,product_info,bitext,False
"Я бы хотел удалить чертов товар из корзины, мне нужна помощь",product_info,product_info,bitext,False
Я хочу увидеть наличие товара,product_info,product_info,bitext,False
"хочу подтвердить наличие чертовых товаров в Интернете, мне поможет",product_info,product_info,bitext,False
"Я бы хотел удалить чертовы вещи из корзины, как мне это сделать?",product_info,product_info,bitext,False
"нужно удалить чертовы товары из корзины, можете мне помочь",product_info,product_info,bitext,False
"мне нужно посмотреть наличие товара, могу ли я получить помощь",product_info,product_info,bitext,False
как я могу найти информацию о продуктах,product_info,product_info,bitext,False
посмотреть наличие товара онлайн,product_info,product_info,bitext,False
"Мне нужно удалить товар из корзины, могу ли я получить помощь?",product_info,product_info,bitext,False
"Я хотел бы проверить наличие чертовых товаров в магазине, как я могу это сделать?",product_info,product_info,bitext,False
могу ли я добавить товар в корзину?,product_info,product_info,bitext,False
мне нужна помощь в добавлении товаров в корзину,product_info,product_info,bitext,False
"Я хочу узнать о чертовом продукте, где мне найти дополнительную информацию?",product_info,product_info,bitext,False
"Я хочу удалить товары из корзины, где я могу это сделать?",product_info,product_info,bitext,False
Мне нужно просмотреть наличие товаров в Интернете. Вы мне поможете?,product_info,product_info,bitext,False
"Мне нужно проверить наличие товара, как это сделать?",product_info,product_info,bitext,False
"Мне нужно увидеть наличие этого чертового предмета, могу ли я получить помощь?",product_info,product_info,bitext,False
"Мне нужно подтвердить наличие товара онлайн, можете ли вы мне помочь?",product_info,product_info,bitext,False
"Мне необходимо проверить наличие товара в магазине, где я могу это сделать?",product_info,product_info,bitext,False
"мне нужна помощь, чтобы отправить отзыв о нашей компании",product_info,product_info,ikshana,False
Я хочу удалить товар из корзины,product_info,product_info,bitext,False
где я могу посмотреть наличие товара?,product_info,product_info,bitext,False
Я хочу подтвердить наличие товара онлайн,product_info,product_info,bitext,False
"хочу узнать о продукте, могу найти некоторую информацию",product_info,product_info,bitext,False
у вас есть похожие модели в наличии,product_info,product_info,bitext,False
"я не знаю, как я могу оставить чертов комментарий для твоих людей",product_info,product_info,ikshana,False
"Я хочу повторить проблему с продуктом, как это сделать?",product_info,product_info,bitext,False
"мой продукт не работает так, как указано. Помогите мне сообщить о проблеме с продуктом.",product_info,product_info,bitext,False
можно ли посмотреть наличие товаров онлайн,product_info,product_info,bitext,False
Мне нужно сообщить о проблеме с заказанным товаром. Где я могу это сделать?,product_info,product_info,bitext,False
"Я хотел бы подтвердить наличие продуктов онлайн, мне нужна помощь",product_info,product_info,bitext,False
Я хочу сообщить об ошибках в купленном мной продукте. Где я могу это сделать?,product_info,product_info,bitext,False
хочу сообщить об ошибках в приобретенном мной продукте,product_info,product_info,bitext,False
"Я хотел бы узнать о наличии товаров в магазине, не могли бы вы мне помочь?",product_info,product_info,bitext,False
"Я не знаю, как написать отзыв об услуге.",product_info,product_info,ikshana,False
могу ли я оставить проклятое мнение о товаре?,product_info,product_info,ikshana,False
"Я хочу добавить чертовы галстуки в корзину, ты мне поможешь?",product_info,product_info,bitext,False
могу ли я удалить чертов товар из корзины?,product_info,product_info,bitext,False
"Я хотел бы увидеть наличие товара в Интернете, вы мне поможете?",product_info,product_info,bitext,False
удалить товар из корзины,product_info,product_info,bitext,False
"Я хочу добавить товар в корзину, где это можно сделать?",product_info,product_info,bitext,False
Могу ли я проверить наличие чертовых товаров онлайн?,product_info,product_info,bitext,False
"Мне нужно проверить наличие долбаной вещи в магазине, где это сделать?",product_info,product_info,bitext,False
"мне нужно удалить чертов товар из корзины, можешь мне помочь?",product_info,product_info,bitext,False
"Мне нужна помощь, чтобы вытащить чертовы вещи из корзины.",product_info,product_info,bitext,False
"Мне нужна информация о продуктах, как я могу ее получить?",product_info,product_info,bitext,False
"Я ищу информацию о продуктах, мне нужна помощь",product_info,product_info,bitext,False
"Мне нужно оставить комментарий к вашим услугам, как это сделать?",product_info,product_info,ikshana,False
"нужно добавить товары в корзину, как мне это сделать",product_info,product_info,bitext,False
"Мне нужно добавить товар в корзину, могу ли я получить помощь?",product_info,product_info,bitext,False
Мне нужно сообщить об ошибках в продукте. Как я могу это сделать?,product_info,product_info,bitext,False
"нужно проверить наличие чертовых товаров в Интернете, как я могу это сделать",product_info,product_info,bitext,False
как посмотреть наличие товара онлайн?,product_info,product_info,bitext,False
"Я хотел бы узнать о чертовом продукте, найду некоторую информацию",product_info,product_info,bitext,False
"хочу проверить наличие товара в магазине, могу ли я получить помощь",product_info,product_info,bitext,False
"мне нужно проверить наличие товара, могу ли я получить помощь?",product_info,product_info,bitext,False
"Нужна помощь, чтобы оставить комментарий к вашим продуктамa",product_info,product_info,ikshana,False
помогите мне написать отзыв об услуге,product_info,product_info,ikshana,False
"мне нужно проверить наличие товара в магазине, мне нужна помощь",product_info,product_info,bitext,False
Мне нужно проверить наличие товаров онлайн,product_info,product_info,bitext,False
могу ли я удалить товар из корзины,product_info,product_info,bitext,False
помоги мне проверить наличие этого чертового товара,product_info,product_info,bitext,False
"Я хочу удалить товар из корзины, не могли бы вы мне помочь?",product_info,product_info,bitext,False
"мне нужно проверить наличие товара, пожалуйста, помогите мне",product_info,product_info,bitext,False
"Мне нужно удалить чертов товар из корзины, мне нужна помощь",product_info,product_info,bitext,False
"Я хотел бы добавить чертов товар в корзину, могу ли я получить помощь?",product_info,product_info,bitext,False
"Мне нужна информация о продукте, как я могу ее получить?",product_info,product_info,bitext,False
"Я хотел бы проверить наличие товара, могу ли я получить помощь?",product_info,product_info,bitext,False
"мой продукт работает неправильно, мне нужна помощь, чтобы сообщить о проблеме с продуктом",product_info,product_info,bitext,False
"мне нужно проверить наличие товара, как мне это сделать?",product_info,product_info,bitext,False
"Я ищу информацию о продукте, как я могу ее найти?",product_info,product_info,bitext,False
"Я хочу удалить товары из корзины, где это можно сделать?",product_info,product_info,bitext,False
"нужно сообщить о чертовых дефектах в товаре, который я купил, как это сделать",product_info,product_info,bitext,False
"Я хотел бы проверить наличие какого-то товара онлайн, как мне это сделать?",product_info,product_info,bitext,False
"мне нужно добавить товары в корзину, как мне это сделать?",product_info,product_info,bitext,False
не могли бы вы помочь мне добавить товар в корзину?,product_info,product_info,bitext,False
"Мне нужна информация о чертовых продуктах, как я могу ее получить?",product_info,product_info,bitext,False
"мне нужно проверить наличие товара, ты мне поможешь?",product_info,product_info,bitext,False
"хочу увидеть наличие товара, помогите мне",product_info,product_info,bitext,False
"Я хотел бы удалить офигенные товары из корзины, где это сделать?",product_info,product_info,bitext,False
"хочу добавить товары в корзину, где мне это сделать?",product_info,product_info,bitext,False
"Я ищу информацию о чертовом продукте, могу ли я получить помощь?",product_info,product_info,bitext,False
не могли бы вы помочь мне добавить чертовы товары в корзину?,product_info,product_info,bitext,False
хочу сообщить об ошибках продукта,product_info,product_info,bitext,False
Я хотел бы сообщить об ошибках в купленном мной продукте. Не могли бы вы мне помочь?,product_info,product_info,bitext,False
"мне нужно удалить чертов предмет из аккаунта, где мне это сделать",product_info,product_info,bitext,False
Мне нужна помощь в написании отзыва о продукте,product_info,product_info,ikshana,False
"Я хотел бы узнать больше об этом чертовом продукте, не могли бы вы дать мне некоторую информацию?",product_info,product_info,bitext,False
"Мне нужно добавить чертовы товары в корзину, могу ли я получить помощь?",product_info,product_info,bitext,False
"Я купил товар, но выбрал не ту модель, могу ли я изменить онлайн-заказ",order_status,order_status,bitext,False
"я разместил чертов онлайн-заказ, помогите мне его отменить",order_status,order_status,bitext,False
"Я купил товар, но он мне не нужен, как мне отменить заказ?",order_status,order_status,bitext,False
"Мне нужно увидеть, черт возьми, статус моего замененного товара. Не могли бы вы мне помочь?",order_status,order_status,bitext,False
"Я купил товар, но выбрал не ту модель. Я хотел бы изменить свой чертов онлайн-заказ.",order_status,order_status,bitext,False
"Мне нужно отследить замену продукта, могу ли я получить помощь?",order_status,order_status,bitext,False
"Я купил чертов товар, но выбрал не ту модель, хочу изменить заказ.",order_status,order_status,bitext,False
"Мне нужно отследить свою посылку, как я могу это сделать?",order_status,order_status,bitext,False
"я купил чертов товар, но он мне не нужен, могу ли я отменить заказ",order_status,order_status,bitext,False
"можно ли отменить чертов заказ, если он не отправлен?",order_status,order_status,bitext,False
"где я могу проверить, где моя чертова доставка",order_status,order_status,bitext,False
"Мне нужно отменить чертов заказ, как я могу это сделать?",order_status,order_status,bitext,False
"я бы хотел отменить чертов заказ, где это сделать",order_status,order_status,bitext,False
"Я купил товар, но выбрал неправильный цвет, можно ли изменить мой чертов онлайн-заказ?",order_status,order_status,bitext,False
"Я купил товар, но выбрал неправильный размер. Как я могу изменить свой онлайн-заказ?",order_status,order_status,bitext,False
"хочу проверить, где моя посылка, может мне помочь",order_status,order_status,bitext,False
"мне нужно обновить свой заказ перед использованием, это мне поможет",order_status,order_status,bitext,False
"Я купил товар, но выбрал неправильный размер, как изменить мой онлайн-заказ?",order_status,order_status,bitext,False
"я купил товар, но выбрал неправильный размер, мне нужно изменить заказ",order_status,order_status,bitext,False
как я могу отследить свой замененный товар?,order_status,order_status,bitext,False
"мне нужна помощь в обновлении моего заказа, прежде чем вы его отправите",order_status,order_status,bitext,False
"я разместил онлайн-заказ, хочу его отменить",order_status,order_status,bitext,False
"Мне нужна помощь, чтобы узнать, где моя чертова доставка.",order_status,order_status,bitext,False
