sample_id,text_original,text_normalized,raw_label,label,source,is_synthetic,is_augmented,is_hard_negative,label_before_review,parent_sample_id,hard_negative_pair,hard_negative_pair_id,hard_negative_pair_similarity,augmentation_method
aug_account_0015_stg1_000611,Я хотел бы открыть учетную запись пользователя как мне это сделать?,я хотел бы открыть учетную запись пользователя как мне это сделать?,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000611,,,,punctuation_variant
aug_account_0016_stg1_000774,изенить профессиональный аккаунт,изенить профессиональный аккаунт,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000774,,,,typo_delete_char
aug_account_0017_stg1_000735,"Я не знаю, что мне нужно сделать, чтобы сбросить мою учетную запсиь пользователя ppwd","я не знаю, что мне нужно сделать, чтобы сбросить мою учетную запсиь пользователя ppwd",account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000735,,,,typo_swap_adjacent
aug_account_0018_stg1_000791,"У меня проблема с моей чертовой учеетной записью пользователя, можно ли ее обновить?","у меня проблема с моей чертовой учеетной записью пользователя, можно ли ее обновить?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000791,,,,typo_duplicate_char
aug_account_0019_stg1_003005,Как зарегистрироваться??,как зарегистрироваться??,account,account,synthetic_dataset|aug_punctuation_variant,True,True,False,account,stg1_003005,,,,punctuation_variant
aug_account_0020_stg1_000869,"мне не нужна моя учетная зпись, я бы хотел ее удалить","мне не нужна моя учетная зпись, я бы хотел ее удалить",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000869,,,,typo_delete_char
aug_account_0021_stg1_000762,у меня вопрос по поводу уддаления моего Премиум-аккаунта,у меня вопрос по поводу уддаления моего премиум-аккаунта,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000762,,,,typo_duplicate_char
aug_account_0022_stg1_000820,хочу проверить историю покупок,хочу проверить историю покупок,account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000820,,,,phrase_compression
aug_account_0023_stg1_000649,У меня проблема с моим чертовым аккаунтом ты поможешь мне это изменить?,у меня проблема с моим чертовым аккаунтом ты поможешь мне это изменить?,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000649,,,,punctuation_variant
aug_account_0024_stg1_000812,"мой аккаунт взломали, не могли бы вы помочь мне сбрсить мой чертов пароль?","мой аккаунт взломали, не могли бы вы помочь мне сбрсить мой чертов пароль?",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000812,,,,typo_delete_char
aug_account_0025_stg1_000848,"кто-то взлоамл мой чертов пароль, как мне его сбросить?","кто-то взлоамл мой чертов пароль, как мне его сбросить?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000848,,,,typo_swap_adjacent
aug_account_0026_stg1_000811,"У меня пробллема с моей чертовой учетной записью, помогите мне ее изменить.","у меня пробллема с моей чертовой учетной записью, помогите мне ее изменить.",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000811,,,,typo_duplicate_char
aug_account_0027_stg1_000831,"нужна помощь, чтобы уведомить о проблеме с регистрацией?","нужна помощь, чтобы уведомить о проблеме с регистрацией?",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000831,,,,punctuation_variant
aug_account_0028_stg1_002935,Забыл парль,забыл парль,account,account,synthetic_dataset|aug_typo_delete_char,True,True,False,account,stg1_002935,,,,typo_delete_char
aug_account_0029_stg1_000714,помощь в получении моего PIN-кода польозвателя,помощь в получении моего pin-кода польозвателя,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000714,,,,typo_swap_adjacent
aug_account_0030_stg1_000704,иссправление информации на счете Platinum,иссправление информации на счете platinum,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000704,,,,typo_duplicate_char
aug_account_0031_stg1_000819,"Я хотел бы заполнить свои личные данные, как мне это сделать?!","я хотел бы заполнить свои личные данные, как мне это сделать?!",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000819,,,,punctuation_variant
aug_account_0032_stg1_000860,"мой пароль вззломали, помогите мне восстановить его","мой пароль вззломали, помогите мне восстановить его",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000860,,,,typo_duplicate_char
aug_account_0033_stg1_000663,"нужно поискать то, что я купил, помогите мне посмотреть мою чертову историю покупок.","нужно поискать то, что я купил, помогите мне посмотреть мою чертову историю покупок.",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000663,,,,phrase_compression
aug_account_0034_stg1_000655,можешь ли ты помочь мне изменить мою чертову учетную запись?!,можешь ли ты помочь мне изменить мою чертову учетную запись?!,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000655,,,,punctuation_variant
aug_account_0035_stg1_000683,открыть фрииум-аккаунт,открыть фрииум-аккаунт,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000683,,,,typo_delete_char
aug_account_0036_stg1_000758,"мне не нужна моя чертова учентая запись, мне нужна помощь, чтобы закрыть ее","мне не нужна моя чертова учентая запись, мне нужна помощь, чтобы закрыть ее",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000758,,,,typo_swap_adjacent
aug_account_0037_stg1_000790,asxsistance получение вашшего информационного бюллетеня,asxsistance получение вашшего информационного бюллетеня,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000790,,,,typo_duplicate_char
aug_account_0038_stg1_000881,нужно отписаться от вашей рассылки!,нужно отписаться от вашей рассылки!,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000881,,,,punctuation_variant
aug_account_0039_stg1_000661,"я бы хотл создать учетную запись, где это сделать","я бы хотл создать учетную запись, где это сделать",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000661,,,,typo_delete_char
aug_account_0040_stg1_000596,"мне нужно открыть чертов счет, ты можешь мне поомчь?","мне нужно открыть чертов счет, ты можешь мне поомчь?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000596,,,,typo_swap_adjacent
aug_account_0041_stg1_000847,изменение даннных на платиновом аккаунте,изменение даннных на платиновом аккаунте,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000847,,,,typo_duplicate_char
aug_account_0042_stg1_000836,"нужно создать учетную запись пользователя, мне нужна помощь","нужно создать учетную запись пользователя, мне нужна помощь",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000836,,,,phrase_compression
aug_account_0043_stg1_000775,"я не знаю, как перейти на платиновый аккаунт!","я не знаю, как перейти на платиновый аккаунт!",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000775,,,,punctuation_variant
aug_account_0044_stg1_000798,"я потерял свой чертов пароль, я хочу его восстановтиь","я потерял свой чертов пароль, я хочу его восстановтиь",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000798,,,,typo_swap_adjacent
aug_account_0045_stg1_000789,редактированние платинового аккаунта,редактированние платинового аккаунта,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000789,,,,typo_duplicate_char
aug_account_0046_stg1_000726,помогите мне увидеть статус моей подписки на рассылку новостей!,помогите мне увидеть статус моей подписки на рассылку новостей!,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000726,,,,punctuation_variant
aug_account_0047_stg1_000778,"мой чертов праоль украли, могу я его сбросить?","мой чертов праоль украли, могу я его сбросить?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000778,,,,typo_swap_adjacent
aug_account_0048_stg1_000687,могу ли я перейти на платиноввый аккаунт,могу ли я перейти на платиноввый аккаунт,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000687,,,,typo_duplicate_char
aug_account_0049_stg1_000802,"нужно просмотреть мою чертову историю заказов, можешь мне помочь?","нужно просмотреть мою чертову историю заказов, можешь мне помочь?",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000802,,,,phrase_compression
aug_account_0050_stg1_000608,"мне нужно удалить свой гребаный аккаунт, где это сделать?","мне нужно удалить свой гребаный аккаунт, где это сделать?",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000608,,,,punctuation_variant
aug_account_0051_stg1_000721,нужна помщь в открытии премиум-аккаунта,нужна помщь в открытии премиум-аккаунта,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000721,,,,typo_delete_char
aug_account_0052_stg1_000788,помогите сообщиьт о проблеме с регистрацией,помогите сообщиьт о проблеме с регистрацией,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000788,,,,typo_swap_adjacent
aug_account_0053_stg1_000627,"мне нужен чертов аккаунт, ты поможжешь мне его открыть?","мне нужен чертов аккаунт, ты поможжешь мне его открыть?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000627,,,,typo_duplicate_char
aug_account_0054_stg1_000603,"хочу открыть чертов счет, где это сделать.","хочу открыть чертов счет, где это сделать.",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000603,,,,phrase_compression
aug_account_0055_stg1_000764,"Я не знаю, как отменить подписку на рассылку новостей?","я не знаю, как отменить подписку на рассылку новостей?",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000764,,,,punctuation_variant
aug_account_0056_stg1_000845,"мне нужно посмотреть четову историю заказов, что мне делать?","мне нужно посмотреть четову историю заказов, что мне делать?",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000845,,,,typo_delete_char
aug_account_0057_stg1_000641,"Я хотел бы закрыть свою чертоув учетную запись пользователя, как я могу это сделать?","я хотел бы закрыть свою чертоув учетную запись пользователя, как я могу это сделать?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000641,,,,typo_swap_adjacent
aug_account_0058_stg1_000823,Можете ли вы помочь мне восстановить PIN-код моей учеттной записи?,можете ли вы помочь мне восстановить pin-код моей учеттной записи?,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000823,,,,typo_duplicate_char
aug_account_0059_stg1_000711,помогите в создании платиновой учетной записи,помогите в создании платиновой учетной записи,account,account,ikshana|aug_phrase_compression,False,True,False,account,stg1_000711,,,,phrase_compression
aug_account_0060_stg1_000619,мой аккаунт украли помогите мне восстановить пароль,мой аккаунт украли помогите мне восстановить пароль,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000619,,,,punctuation_variant
aug_account_0061_stg1_000673,могу ли я сообщить об ошибках при регистации,могу ли я сообщить об ошибках при регистации,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000673,,,,typo_delete_char
aug_account_0062_stg1_000803,помогите мне првоерить чертову историю покупок,помогите мне првоерить чертову историю покупок,account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000803,,,,typo_swap_adjacent
aug_account_0063_stg1_000656,"Я хотел бы исправить свои чертовы личные данные, мне нужна поомощь","я хотел бы исправить свои чертовы личные данные, мне нужна поомощь",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000656,,,,typo_duplicate_char
aug_account_0064_stg1_000620,"Я хочу зарегистрироваться, помогите","я хочу зарегистрироваться, помогите",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000620,,,,phrase_compression
aug_account_0065_stg1_000843,"Мне не нужна моя учетная запись, мне нужна помощь в ее удалении?","мне не нужна моя учетная запись, мне нужна помощь в ее удалении?",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000843,,,,punctuation_variant
aug_account_0066_stg1_000630,"моего пользователя укали, могу ли я восстановить свой чертов пароль?","моего пользователя укали, могу ли я восстановить свой чертов пароль?",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000630,,,,typo_delete_char
aug_account_0067_stg1_000647,"мне нужно открыть учетную запись, не могли бы мне помоьч","мне нужно открыть учетную запись, не могли бы мне помоьч",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000647,,,,typo_swap_adjacent
aug_account_0068_stg1_000625,"Мне нужно обновить свою чертову уччетную запись, как это сделать?","мне нужно обновить свою чертову уччетную запись, как это сделать?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000625,,,,typo_duplicate_char
aug_account_0069_stg1_000780,"мой аккаунт взломали, помогите в восстановлении пароля","мой аккаунт взломали, помогите в восстановлении пароля",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000780,,,,phrase_compression
aug_account_0070_stg1_000825,"мне не нужен мой профиль, можно ли его отменить!","мне не нужен мой профиль, можно ли его отменить!",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000825,,,,punctuation_variant
aug_account_0071_stg1_000841,как я могу увидеть историю заказв?,как я могу увидеть историю заказв?,account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000841,,,,typo_delete_char
aug_account_0072_stg1_000612,"мне не нужна моя учетная зпаись, можно отменить ее","мне не нужна моя учетная зпаись, можно отменить ее",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000612,,,,typo_swap_adjacent
aug_account_0073_stg1_000659,"мой аккаунт украли, не могли бы вы помочь мне сбросить мой чеертов пароль?","мой аккаунт украли, не могли бы вы помочь мне сбросить мой чеертов пароль?",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000659,,,,typo_duplicate_char
aug_account_0074_stg1_000623,"нужно изменить свой профиль, помогите","нужно изменить свой профиль, помогите",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000623,,,,phrase_compression
aug_account_0075_stg1_000624,я бы хотел отредактировать свой профиль мог бы мне помочь,я бы хотел отредактировать свой профиль мог бы мне помочь,account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000624,,,,punctuation_variant
aug_account_0076_stg1_000801,Я не могу создать профиль пользователя. Помогите собщить о проблемах с регистрацией.,я не могу создать профиль пользователя. помогите собщить о проблемах с регистрацией.,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000801,,,,typo_delete_char
aug_account_0077_stg1_000872,мне нужно уведомлять об ошибакх при регистрации,мне нужно уведомлять об ошибакх при регистрации,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000872,,,,typo_swap_adjacent
aug_account_0078_stg1_000679,Можете ли вы помоччь мне отписаться от новостной рассылки?,можете ли вы помоччь мне отписаться от новостной рассылки?,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000679,,,,typo_duplicate_char
aug_account_0079_stg1_000600,"нужно изменить мою личную информацию, помогите мне","нужно изменить мою личную информацию, помогите мне",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000600,,,,phrase_compression
aug_account_0080_stg1_000880,открыть стандартный счет для моего отца!,открыть стандартный счет для моего отца!,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000880,,,,punctuation_variant
aug_account_0081_stg1_000730,я не могу сообщть об ошибках при регистрации,я не могу сообщть об ошибках при регистрации,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000730,,,,typo_delete_char
aug_account_0082_stg1_000602,"кто-то взлмоал мой профиль, могу ли я сбросить свой чертов пароль?","кто-то взлмоал мой профиль, могу ли я сбросить свой чертов пароль?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000602,,,,typo_swap_adjacent
aug_account_0083_stg1_000868,открытие преемиум-аккаунта для жены,открытие преемиум-аккаунта для жены,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000868,,,,typo_duplicate_char
aug_account_0084_stg1_000703,"что мне нужно сделать, чтобы удалить премиум-аккаунт!","что мне нужно сделать, чтобы удалить премиум-аккаунт!",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000703,,,,punctuation_variant
aug_account_0085_stg1_000669,создать новю учетную запись Titanium для дочери,создать новю учетную запись titanium для дочери,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000669,,,,typo_delete_char
aug_account_0086_stg1_000737,"Я не знаю, что мне нужно сделать, чтобы переейти на Платиновый аккаунт.","я не знаю, что мне нужно сделать, чтобы переейти на платиновый аккаунт.",account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000737,,,,typo_duplicate_char
aug_account_0087_stg1_000653,"Мне нужно открыть учетную запись пользователя, не могли бы вы мне помочь","мне нужно открыть учетную запись пользователя, не могли бы вы мне помочь",account,account,bitext|aug_punctuation_variant,False,True,False,account,stg1_000653,,,,punctuation_variant
aug_account_0088_stg1_000834,"Мне не нуежн мой профиль, помогите мне удалить его.","мне не нуежн мой профиль, помогите мне удалить его.",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000834,,,,typo_swap_adjacent
aug_account_0089_stg1_003026,Не приходит код подтвверждения,не приходит код подтвверждения,account,account,synthetic_dataset|aug_typo_duplicate_char,True,True,False,account,stg1_003026,,,,typo_duplicate_char
aug_account_0090_stg1_002922,Как сменить пароль??,как сменить пароль??,account,account,synthetic_dataset|aug_punctuation_variant,True,True,False,account,stg1_002922,,,,punctuation_variant
aug_account_0091_stg1_000773,где я мог подписаться на чертоу корпоративную рассылку?,где я мог подписаться на чертоу корпоративную рассылку?,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000773,,,,typo_delete_char
aug_account_0092_stg1_000670,"я не могу сзодать пользователя, нужна помощь, сообщить о проблеме с регистрацией","я не могу сзодать пользователя, нужна помощь, сообщить о проблеме с регистрацией",account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000670,,,,typo_swap_adjacent
aug_account_0093_stg1_000701,как перейти на платиновый аккауунт,как перейти на платиновый аккауунт,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000701,,,,typo_duplicate_char
aug_account_0094_stg1_000604,"нужно найти что-то, что я купил. Как просмотреть историю заказов?","нужно найти что-то, что я купил. как просмотреть историю заказов?",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000604,,,,phrase_compression
aug_account_0095_stg1_000755,как отказаться от подписки на корпоративную рассылку?,как отказаться от подписки на корпоративную рассылку?,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000755,,,,punctuation_variant
aug_account_0096_stg1_000727,Я хочу подписатся на вашу корпоративную рассылку,я хочу подписатся на вашу корпоративную рассылку,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000727,,,,typo_delete_char
aug_account_0097_stg1_000827,информация об аннулировании моего Премиум-акакунта,информация об аннулировании моего премиум-акакунта,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000827,,,,typo_swap_adjacent
aug_account_0098_stg1_000816,"нужна помощь, чтоббы подписаться на информационный бюллетень компании","нужна помощь, чтоббы подписаться на информационный бюллетень компании",account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000816,,,,typo_duplicate_char
aug_account_0099_stg1_000854,"хочу изменить свой чертов профиль, где это сделать.","хочу изменить свой чертов профиль, где это сделать.",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000854,,,,phrase_compression
aug_account_0100_stg1_003003,Не могу создать аккаунт?,не могу создать аккаунт?,account,account,synthetic_dataset|aug_punctuation_variant,True,True,False,account,stg1_003003,,,,punctuation_variant
aug_account_0101_stg1_000866,"Мне нужна помощь, чтобы откыть счет Titanium для моего отца.","мне нужна помощь, чтобы откыть счет titanium для моего отца.",account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000866,,,,typo_delete_char
aug_account_0102_stg1_000750,"мне не нужен мой чертов профиль, ох, можон я его закрою","мне не нужен мой чертов профиль, ох, можон я его закрою",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000750,,,,typo_swap_adjacent
aug_account_0103_stg1_000731,куда сообщать об ошибкках с регистрацией?,куда сообщать об ошибкках с регистрацией?,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000731,,,,typo_duplicate_char
aug_account_0104_stg1_000645,"мне нужно закрыть мой аккаунт, можно ли это сделать","мне нужно закрыть мой аккаунт, можно ли это сделать",account,account,bitext|aug_phrase_compression,False,True,False,account,stg1_000645,,,,phrase_compression
aug_account_0105_stg1_000771,Можете ли вы помочь мне отказаться от подписки на вашу корпоративную рассылку??,можете ли вы помочь мне отказаться от подписки на вашу корпоративную рассылку??,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000771,,,,punctuation_variant
aug_account_0106_stg1_000616,"Мне нужно обовить свои чертовы личные данные, помогите мне.","мне нужно обовить свои чертовы личные данные, помогите мне.",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000616,,,,typo_delete_char
aug_account_0107_stg1_000865,"Мне нужно натйи то, что я купил, мне нужна помощь в проверке моей гребаной истории покупок.","мне нужно натйи то, что я купил, мне нужна помощь в проверке моей гребаной истории покупок.",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000865,,,,typo_swap_adjacent
aug_account_0108_stg1_000606,"Мне не нужеен мой чертов профиль, помоги мне закрыть его.","мне не нужеен мой чертов профиль, помоги мне закрыть его.",account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000606,,,,typo_duplicate_char
aug_account_0109_stg1_000787,Я не знаю что мне нужно сделать чтобы восстановить свой PIN-код.,я не знаю что мне нужно сделать чтобы восстановить свой pin-код.,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000787,,,,punctuation_variant
aug_account_0110_stg1_000793,"У меня ошибка в моей учетнй записи пользователя, как я могу ее обновить?","у меня ошибка в моей учетнй записи пользователя, как я могу ее обновить?",account,account,bitext|aug_typo_delete_char,False,True,False,account,stg1_000793,,,,typo_delete_char
aug_account_0111_stg1_000826,помоги мне ортедактировать мой чертов аккаунт,помоги мне ортедактировать мой чертов аккаунт,account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000826,,,,typo_swap_adjacent
aug_account_0112_stg1_000691,Мне нужнна помощь с подпиской на рассылку новостей,мне нужнна помощь с подпиской на рассылку новостей,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000691,,,,typo_duplicate_char
aug_account_0113_stg1_000729,Мне нужна помощь в отказе от подписки на новостную рассылку вашей компании?,мне нужна помощь в отказе от подписки на новостную рассылку вашей компании?,account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000729,,,,punctuation_variant
aug_account_0114_stg1_000690,как поьзоваться платиновым профилем?,как поьзоваться платиновым профилем?,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000690,,,,typo_delete_char
aug_account_0115_stg1_000739,измененеи бесплатного аккаунта,измененеи бесплатного аккаунта,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000739,,,,typo_swap_adjacent
aug_account_0116_stg1_000828,открыть сччет в Титаниуме,открыть сччет в титаниуме,account,account,ikshana|aug_typo_duplicate_char,False,True,False,account,stg1_000828,,,,typo_duplicate_char
aug_account_0117_stg1_000795,"Я не зарегистрирован, как открыть у вас про аккаунт?!","я не зарегистрирован, как открыть у вас про аккаунт?!",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000795,,,,punctuation_variant
aug_account_0118_stg1_000873,Я не могу перейти на стандартую учетную запись,я не могу перейти на стандартую учетную запись,account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000873,,,,typo_delete_char
aug_account_0119_stg1_000637,"Мне нужна моя чертоав история покупок, где я могу ее посмотреть?","мне нужна моя чертоав история покупок, где я могу ее посмотреть?",account,account,bitext|aug_typo_swap_adjacent,False,True,False,account,stg1_000637,,,,typo_swap_adjacent
aug_account_0120_stg1_000601,как мне проверить чертовву историю покупок,как мне проверить чертовву историю покупок,account,account,bitext|aug_typo_duplicate_char,False,True,False,account,stg1_000601,,,,typo_duplicate_char
aug_account_0121_stg1_000717,как найти информацию о восстановлении ключа,как найти информацию о восстановлении ключа,account,account,ikshana|aug_phrase_compression,False,True,False,account,stg1_000717,,,,phrase_compression
aug_account_0122_stg1_000695,"Мне нужно использовать профиль Platinum, как это сделать?!","мне нужно использовать профиль platinum, как это сделать?!",account,account,ikshana|aug_punctuation_variant,False,True,False,account,stg1_000695,,,,punctuation_variant
aug_account_0123_stg1_000807,"Я не использую свою Премиум-аккаунт, мне нужна помощь в ее удалнии","я не использую свою премиум-аккаунт, мне нужна помощь в ее удалнии",account,account,ikshana|aug_typo_delete_char,False,True,False,account,stg1_000807,,,,typo_delete_char
aug_account_0124_stg1_000686,информация об аннулировании моего акакунта Titanium,информация об аннулировании моего акакунта titanium,account,account,ikshana|aug_typo_swap_adjacent,False,True,False,account,stg1_000686,,,,typo_swap_adjacent
