sample_id,text_original,text_normalized,raw_label,label,source,is_synthetic,is_augmented,is_hard_negative,label_before_review
stg1_002172,"Если у меня есть 5 долларов, сколько это стоит в AUD?","если у меня есть 5 долларов, сколько это стоит в aud?",payment_refund,payment_refund,runlu,False,False,False,payment_refund
stg1_002555,"Я ищу информацию о чертовых весенних распродажах, где я могу ее получить?","я ищу информацию о чертовых весенних распродажах, где я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002128,Я ожидаю скидку 10 долларов,я ожидаю скидку 10 долларов,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_001095,помогите мне поговорить с чертовой службой поддержки,помогите мне поговорить с чертовой службой поддержки,general_info,general_info,bitext,False,False,False,general_info
stg1_002683,"Я бы хотел воспользоваться твоим чертовым приложением, можешь мне помочь.","я бы хотел воспользоваться твоим чертовым приложением, можешь мне помочь.",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001127,помоги мне посмотреть часы работы твоего чертового магазина,помоги мне посмотреть часы работы твоего чертового магазина,general_info,general_info,bitext,False,False,False,general_info
stg1_000393,можно ли обменять некоторые купленные товары KTA0PRFG,можно ли обменять некоторые купленные товары kta0prfg,order_status,order_status,ikshana,False,False,False,order_status
stg1_002688,Я не могу заставить сайт работать на своем компьютере. Не могли бы вы помочь мне сообщить о чертовой проблеме?,я не могу заставить сайт работать на своем компьютере. не могли бы вы помочь мне сообщить о чертовой проблеме?,technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000454,"мне нужна информация о статусе моего обмена, как я могу ее найти","мне нужна информация о статусе моего обмена, как я могу ее найти",order_status,order_status,bitext,False,False,False,order_status
stg1_002434,"Мне нужна информация о чертовых зимних распродажах, как мне ее найти?","мне нужна информация о чертовых зимних распродажах, как мне ее найти?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001503,"хочу знать о чертовых расходах на пересылку, найдешь ли ты какую-нибудь информацию?","хочу знать о чертовых расходах на пересылку, найдешь ли ты какую-нибудь информацию?",delivery,delivery,bitext,False,False,False,delivery
stg1_000035,Я хотел бы сообщить о проблеме с приобретенным мной продуктом. Могу ли я получить помощь?,я хотел бы сообщить о проблеме с приобретенным мной продуктом. могу ли я получить помощь?,product_info,product_info,bitext,False,False,False,product_info
stg1_000755,как отказаться от подписки на корпоративную рассылку,как отказаться от подписки на корпоративную рассылку,account,account,ikshana,False,False,False,account
stg1_002133,Нужна помощь в проверке разрешенных способов оплаты,нужна помощь в проверке разрешенных способов оплаты,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_001442,"мне не нравится то, что я купил, как я мог это увидеть","мне не нравится то, что я купил, как я мог это увидеть",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_001781,"Я хочу подать жалобу на продукцию, как мне это сделать?","я хочу подать жалобу на продукцию, как мне это сделать?",other,other,bitext,False,False,False,other
stg1_001152,могу ли я поговорить со службой поддержки клиентов,могу ли я поговорить со службой поддержки клиентов,general_info,general_info,ikshana,False,False,False,general_info
stg1_002780,"Я бы хотел использовать ваше приложение, мы поможем мне","я бы хотел использовать ваше приложение, мы поможем мне",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000687,могу ли я перейти на платиновый аккаунт,могу ли я перейти на платиновый аккаунт,account,account,ikshana,False,False,False,account
stg1_002499,"Я хотел бы узнать больше о чертовых зимних распродажах, можете ли вы дать мне некоторую информацию?","я хотел бы узнать больше о чертовых зимних распродажах, можете ли вы дать мне некоторую информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002481,"Я хочу узнать больше о следующих распродажах, можешь ли ты найти какую-нибудь информацию?","я хочу узнать больше о следующих распродажах, можешь ли ты найти какую-нибудь информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001282,"один из продуктов, которые я купил, был чертовски раздавлен, можно ли сообщить об этом?","один из продуктов, которые я купил, был чертовски раздавлен, можно ли сообщить об этом?",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_002452,"Мне нужна информация о чертовых распродажах, как я могу ее получить?","мне нужна информация о чертовых распродажах, как я могу ее получить?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_000989,Просьба представить географическую информацию о X.,просьба представить географическую информацию о x.,general_info,general_info,runlu,False,False,False,general_info
stg1_001072,"Пожалуйста, отправьте письмо моей маме.","пожалуйста, отправьте письмо моей маме.",general_info,general_info,runlu,False,False,False,general_info
stg1_002922,Как сменить пароль?,как сменить пароль?,account,account,synthetic_dataset,True,False,False,account
stg1_000222,"Я хочу удалить товары из корзины, где я могу это сделать?","я хочу удалить товары из корзины, где я могу это сделать?",product_info,product_info,bitext,False,False,False,product_info
stg1_000514,"хочу обновить свой заказ перед отправкой, как мне это сделать?","хочу обновить свой заказ перед отправкой, как мне это сделать?",order_status,order_status,bitext,False,False,False,order_status
stg1_002959,Какие сейчас акции?,какие сейчас акции?,promo_loyalty,promo_loyalty,synthetic_dataset,True,False,False,promo_loyalty
stg1_002139,я не вижу твоей политики возврата денег,я не вижу твоей политики возврата денег,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_000779,"Мне не нужен мой чертов профиль, мне нужна помощь, чтобы его закрыть.","мне не нужен мой чертов профиль, мне нужна помощь, чтобы его закрыть.",account,account,bitext,False,False,False,account
stg1_001832,"хочу подать жалобу на свой бренд, где это сделать","хочу подать жалобу на свой бренд, где это сделать",other,other,bitext,False,False,False,other
stg1_000097,"нужно написать комментарий о ваших услугах, как я могу это сделать","нужно написать комментарий о ваших услугах, как я могу это сделать",product_info,product_info,ikshana,False,False,False,product_info
stg1_002385,"я ищу информацию о чертовых распродажах, как мне ее найти","я ищу информацию о чертовых распродажах, как мне ее найти",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002522,"Я хочу узнать больше о продажах nrxt, вы найдете какую-нибудь информацию?","я хочу узнать больше о продажах nrxt, вы найдете какую-нибудь информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001702,"Я ищу информацию о дате доставки моей покупки, где я могу ее получить?","я ищу информацию о дате доставки моей покупки, где я могу ее получить?",delivery,delivery,bitext,False,False,False,delivery
stg1_001766,хочу отправить обзор продукта,хочу отправить обзор продукта,other,other,bitext,False,False,False,other
stg1_000767,"что мне нужно сделать, чтобы восстановить ключ доступа к моему профилю пользователя","что мне нужно сделать, чтобы восстановить ключ доступа к моему профилю пользователя",account,account,ikshana,False,False,False,account
stg1_001639,"мне нужно посмотреть, сколько времени потребуется, чтобы доставить мою посылку","мне нужно посмотреть, сколько времени потребуется, чтобы доставить мою посылку",delivery,delivery,ikshana,False,False,False,delivery
stg1_000367,Я хотел бы обновить свой заказ перед отправкой. Можете ли вы мне помочь?,я хотел бы обновить свой заказ перед отправкой. можете ли вы мне помочь?,order_status,order_status,bitext,False,False,False,order_status
stg1_001566,"как я могу увидеть, сколько времени занимает доставка?","как я могу увидеть, сколько времени занимает доставка?",delivery,delivery,ikshana,False,False,False,delivery
stg1_001907,пообщаться с помощником,пообщаться с помощником,other,other,ikshana,False,False,False,other
stg1_002052,"Мне нужно подать жалобу, могу ли я получить помощь?","мне нужно подать жалобу, могу ли я получить помощь?",other,other,ikshana,False,False,False,other
stg1_001892,"Я звоню, чтобы подать жалобу клиента на вашу компанию.","я звоню, чтобы подать жалобу клиента на вашу компанию.",other,other,ikshana,False,False,False,other
stg1_001496,"Я хочу узнать стоимость доставки, где мне это сделать?","я хочу узнать стоимость доставки, где мне это сделать?",delivery,delivery,bitext,False,False,False,delivery
stg1_001985,Нужна помощь в подаче иска клиента против вашей организации,нужна помощь в подаче иска клиента против вашей организации,other,other,ikshana,False,False,False,other
stg1_002397,"Мне нужна информация о чертовой распродаже, где ее найти?","мне нужна информация о чертовой распродаже, где ее найти?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002625,могу ли я использовать твое чертово мобильное приложение?,могу ли я использовать твое чертово мобильное приложение?,technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000878,"мне не нужно переходить на стандартную учетную запись, как мне это сделать","мне не нужно переходить на стандартную учетную запись, как мне это сделать",account,account,ikshana,False,False,False,account
stg1_000333,Мне нужна помощь в поиске моей гребаной посылки,мне нужна помощь в поиске моей гребаной посылки,order_status,order_status,bitext,False,False,False,order_status
stg1_001716,произошла ошибка при отправке адреса доставки,произошла ошибка при отправке адреса доставки,delivery,delivery,ikshana,False,False,False,delivery
stg1_002639,"Я хотел бы использовать ваше мобильное приложение, могу ли я получить помощь?","я хотел бы использовать ваше мобильное приложение, могу ли я получить помощь?",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000999,Что такое Johnzena,что такое johnzena,general_info,general_info,runlu,False,False,False,general_info
stg1_002813,сайт не работает на моем устройстве. Можете ли вы помочь мне сообщить о проблеме?,сайт не работает на моем устройстве. можете ли вы помочь мне сообщить о проблеме?,technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_000750,"мне не нужен мой чертов профиль, ох, можно я его закрою","мне не нужен мой чертов профиль, ох, можно я его закрою",account,account,bitext,False,False,False,account
stg1_001743,Я пытаюсь найти информацию об изменении адреса,я пытаюсь найти информацию об изменении адреса,delivery,delivery,ikshana,False,False,False,delivery
stg1_001195,"мне нужно обменять товар, который я купил онлайн, в магазине, где мне это сделать","мне нужно обменять товар, который я купил онлайн, в магазине, где мне это сделать",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000168,"Я хочу удалить товары из корзины, как мне это сделать?","я хочу удалить товары из корзины, как мне это сделать?",product_info,product_info,bitext,False,False,False,product_info
stg1_001592,"Поезд в 5 вечера в среду до Роквилла, вы вовремя?","поезд в 5 вечера в среду до роквилла, вы вовремя?",delivery,delivery,runlu,False,False,False,delivery
stg1_000834,"Мне не нужен мой профиль, помогите мне удалить его.","мне не нужен мой профиль, помогите мне удалить его.",account,account,bitext,False,False,False,account
stg1_002286,Я хочу сообщить об ошибках с оплатой,я хочу сообщить об ошибках с оплатой,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_000823,Можете ли вы помочь мне восстановить PIN-код моей учетной записи?,можете ли вы помочь мне восстановить pin-код моей учетной записи?,account,account,ikshana,False,False,False,account
stg1_000029,Мне нужна помощь с добавлением чертовых товаров в корзину.,мне нужна помощь с добавлением чертовых товаров в корзину.,product_info,product_info,bitext,False,False,False,product_info
stg1_000141,Сколько стоит акции Старбака?,сколько стоит акции старбака?,product_info,product_info,runlu,False,False,False,product_info
stg1_000678,уведомлять об ошибках при регистрации,уведомлять об ошибках при регистрации,account,account,ikshana,False,False,False,account
stg1_000527,"Я запросил товар на замену, но не получил его. Я хотел бы отслеживать статус товара на замену.","я запросил товар на замену, но не получил его. я хотел бы отслеживать статус товара на замену.",order_status,order_status,bitext,False,False,False,order_status
stg1_000200,"Я хочу узнать больше о продукте, дайте мне некоторую информацию","я хочу узнать больше о продукте, дайте мне некоторую информацию",product_info,product_info,bitext,False,False,False,product_info
stg1_000005,Я хотел бы сообщить о дефектах заказанного товара. Можете ли вы мне помочь?,я хотел бы сообщить о дефектах заказанного товара. можете ли вы мне помочь?,product_info,product_info,bitext,False,False,False,product_info
stg1_000403,Мне нужна помощь в приобретении некоторых ваших продуктов,мне нужна помощь в приобретении некоторых ваших продуктов,order_status,order_status,ikshana,False,False,False,order_status
stg1_001085,"Мне нужно поискать гребаные магазины рядом со мной, мне нужна помощь.","мне нужно поискать гребаные магазины рядом со мной, мне нужна помощь.",general_info,general_info,bitext,False,False,False,general_info
stg1_002932,Политика конфиденциальности,политика конфиденциальности,general_info,general_info,synthetic_dataset,True,False,False,general_info
stg1_001672,"Мне нужна информация о стоимости доставки, как ее найти?","мне нужна информация о стоимости доставки, как ее найти?",delivery,delivery,bitext,False,False,False,delivery
stg1_000241,хочу сообщить об ошибках в приобретенном мной продукте,хочу сообщить об ошибках в приобретенном мной продукте,product_info,product_info,bitext,False,False,False,product_info
stg1_000733,отменить подписку на рассылку,отменить подписку на рассылку,account,account,ikshana,False,False,False,account
stg1_002965,Какой статус заказа 296884?,какой статус заказа 296884?,order_status,order_status,synthetic_dataset,True,False,False,order_status
stg1_000934,"Я бы хотел найти магазин поблизости, мог бы мне помочь","я бы хотел найти магазин поблизости, мог бы мне помочь",general_info,general_info,bitext,False,False,False,general_info
stg1_001498,"моя посылка была отправлена ​​не на тот адрес, я должен сообщить о чертовых проблемах с доставкой","моя посылка была отправлена ​​не на тот адрес, я должен сообщить о чертовых проблемах с доставкой",delivery,delivery,bitext,False,False,False,delivery
stg1_001146,как я могу связаться со службой поддержки клиентов,как я могу связаться со службой поддержки клиентов,general_info,general_info,ikshana,False,False,False,general_info
stg1_003028,Доставляете ли в Краснодар?,доставляете ли в краснодар?,delivery,delivery,synthetic_dataset,True,False,False,delivery
stg1_003038,Где найти промокоды?,где найти промокоды?,promo_loyalty,promo_loyalty,synthetic_dataset,True,False,False,promo_loyalty
stg1_002141,нужна помощь в получении вызова #12588,нужна помощь в получении вызова #12588,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_000676,открытие нового аккаунта Titanium,открытие нового аккаунта titanium,account,account,ikshana,False,False,False,account
stg1_000421,"что мне нужно сделать, чтобы отменить покупку K20X0TB0?","что мне нужно сделать, чтобы отменить покупку k20x0tb0?",order_status,order_status,ikshana,False,False,False,order_status
stg1_002617,"Я хочу узнать больше о чертовой распродаже, не могли бы вы дать мне некоторую информацию?","я хочу узнать больше о чертовой распродаже, не могли бы вы дать мне некоторую информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002412,"мне нужна информация о зимних распродажах, где я могу ее получить","мне нужна информация о зимних распродажах, где я могу ее получить",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_000405,"Я не знаю, что делать, чтобы увидеть плату за отмену бронирования.","я не знаю, что делать, чтобы увидеть плату за отмену бронирования.",order_status,order_status,ikshana,False,False,False,order_status
stg1_001820,"хочу отправить чертов отзыв, где мне это сделать?","хочу отправить чертов отзыв, где мне это сделать?",other,other,bitext,False,False,False,other
stg1_002326,как сообщить об ошибках с оплатой,как сообщить об ошибках с оплатой,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_000820,Я хотел бы проверить историю покупок,я хотел бы проверить историю покупок,account,account,bitext,False,False,False,account
stg1_002492,"хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?","хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_002584,"Я хотел бы узнать больше о следующих распродажах, ты дашь мне некоторую информацию?","я хотел бы узнать больше о следующих распродажах, ты дашь мне некоторую информацию?",promo_loyalty,promo_loyalty,bitext,False,False,False,promo_loyalty
stg1_001353,как я могу вернуть товар в магазин,как я могу вернуть товар в магазин,return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000806,"кто-то взломал моего пользователя, помогите мне восстановить пароль","кто-то взломал моего пользователя, помогите мне восстановить пароль",account,account,bitext,False,False,False,account
stg1_002144,я ожидаю возмещения 10 долларов,я ожидаю возмещения 10 долларов,payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_002335,"Я заплатил 10 долларов за этот товар, пытаюсь получить скидку","я заплатил 10 долларов за этот товар, пытаюсь получить скидку",payment_refund,payment_refund,ikshana,False,False,False,payment_refund
stg1_001184,"чертов товар, который я получил, неправильный","чертов товар, который я получил, неправильный",return_exchange,return_exchange,bitext,False,False,False,return_exchange
stg1_000409,Помогите мне удалить несколько статей из заказа J9I05GWN.,помогите мне удалить несколько статей из заказа j9i05gwn.,order_status,order_status,ikshana,False,False,False,order_status
stg1_002696,"я не могу заставить сайт работать на своем планшете, мне нужно сообщить об ошибке","я не могу заставить сайт работать на своем планшете, мне нужно сообщить об ошибке",technical_issue,technical_issue,bitext,False,False,False,technical_issue
stg1_001858,"нужна помощь, чтобы поговорить с живым агентом","нужна помощь, чтобы поговорить с живым агентом",other,other,ikshana,False,False,False,other
stg1_000746,"Мне нужно удалить свой аккаунт, где это сделать?","мне нужно удалить свой аккаунт, где это сделать?",account,account,bitext,False,False,False,account
