sample_id_1,sample_id_2,text_1,text_2,label_1,label_2,same_label,cosine_similarity,review_status,review_comment
stg1_002470,stg1_002601,"Я хочу узнать больше о весенних распродажах, можете ли вы дать мне некоторую информацию?",Я хочу узнать больше о весенних распродажах. Можете ли вы дать мне некоторую информацию?,promo_loyalty,promo_loyalty,True,0.9981536269187927,,
stg1_000161,stg1_000267,"мне нужно проверить наличие товаров в магазине, мне нужна помощь","мне нужно проверить наличие товара в магазине, мне нужна помощь",product_info,product_info,True,0.9980873465538025,,
stg1_002632,stg1_002793,"Я бы хотел использовать твое чертово приложение, как мне это сделать?","Я хотел бы использовать ваше чертово приложение, как мне это сделать?",technical_issue,technical_issue,True,0.9980736374855042,,
stg1_002446,stg1_002504,"Мне нужна информация о весенних распродажах, где ее можно найти?","Мне нужна информация о весенних распродажах, где я могу ее найти?",promo_loyalty,promo_loyalty,True,0.998004674911499,,
stg1_001875,stg1_001913,"Мне нужна помощь, чтобы поговорить с кем-нибудь","мне нужна помощь, чтобы поговорить с кем-то",other,other,True,0.997959554195404,,
stg1_000326,stg1_000342,"я купил чертов товар, но он мне не нужен, я хочу отменить заказ","я купил чертов товар, но он мне не нужен, мне нужно отменить заказ",order_status,order_status,True,0.9978844523429871,,
stg1_002368,stg1_002411,"Ищу информацию о чертовых распродажах, мне нужна помощь","я ищу информацию о чертовых распродажах, мне нужна помощь",promo_loyalty,promo_loyalty,True,0.9978199601173401,,
stg1_001260,stg1_001441,"Я хочу вернуть товар, купленный онлайн, в магазин, как я могу это сделать?","Я хочу вернуть товар, купленный онлайн, в магазин, как мне это сделать?",return_exchange,return_exchange,True,0.997819185256958,,
stg1_000941,stg1_000956,"помогите узнать, в какие часы доступна служба поддержки клиентов","помогите мне узнать, в какие часы доступна служба поддержки клиентов",general_info,general_info,True,0.9977860450744629,,
stg1_000620,stg1_000776,"Я хочу зарегистрироваться, мне нужна помощь","хочу зарегистрироваться, мне нужна помощь",account,account,True,0.9977079033851624,,
stg1_002831,stg1_002900,"Я хочу воспользоваться твоим чертовым мобильным приложением, как я могу это сделать?","Я хочу воспользоваться твоим чертовым мобильным приложением, как мне это сделать?",technical_issue,technical_issue,True,0.9976557493209839,,
stg1_002220,stg1_002242,Я жду возмещения в размере 10 долларов США.,Я ожидаю возмещения в размере 10 долларов США.,payment_refund,payment_refund,True,0.9976067543029785,,
stg1_000949,stg1_001076,"хочу поговорить со службой поддержки, можете ли вы мне помочь?","Я хочу поговорить со службой поддержки, вы можете мне помочь?",general_info,general_info,True,0.997466504573822,,
stg1_002358,stg1_002488,"Мне нужна информация о чертовых весенних распродажах, как мне ее найти?","Мне нужна информация о чертовых весенних распродажах, как я могу ее найти?",promo_loyalty,promo_loyalty,True,0.9974366426467896,,
stg1_002560,stg1_002572,"Я ищу информацию о следующих распродажах, могу ли я получить помощь?",Я ищу информацию о следующих распродажах. Могу ли я получить помощь?,promo_loyalty,promo_loyalty,True,0.9974098205566406,,
stg1_001301,stg1_001354,Мне нужна помощь для обмена купленных мной товаров,мне нужна помощь в обмене купленных мной товаров,return_exchange,return_exchange,True,0.9974011182785034,,
stg1_001966,stg1_002044,Я пытаюсь подать жалобу от клиента,Я пытаюсь подать жалобу клиента,other,other,True,0.9973965883255005,,
stg1_002404,stg1_002592,где я мог получить информацию о чертовых распродажах?,где я мог бы получить информацию о чертовых распродажах?,promo_loyalty,promo_loyalty,True,0.9973343014717102,,
stg1_000971,stg1_001112,"Мне нужно позвонить в службу поддержки клиентов, как я могу это сделать?","Мне нужно позвонить в службу поддержки клиентов, как мне это сделать?",general_info,general_info,True,0.9973229169845581,,
stg1_002365,stg1_002524,"Я хотел бы узнать больше о следующих распродажах, вы дадите мне какую-нибудь информацию?","Я хотел бы узнать больше о следующих распродажах, вы дадите мне некоторую информацию?",promo_loyalty,promo_loyalty,True,0.9972062110900879,,
stg1_001904,stg1_002019,я пытаюсь поговорить с кем-нибудь,Я пытаюсь поговорить с кем-то,other,other,True,0.9971718788146973,,
stg1_001238,stg1_001463,Не могли бы вы помочь мне вернуть товары онлайн?,не могли бы вы помочь мне вернуть товар онлайн?,return_exchange,return_exchange,True,0.9971649050712585,,
stg1_002414,stg1_002548,"Я хотел бы узнать больше о чертовой распродаже, можете ли вы дать мне некоторую информацию?","Я хотел бы узнать больше о чертовых распродажах, можете ли вы дать мне некоторую информацию?",promo_loyalty,promo_loyalty,True,0.9971010088920593,,
stg1_002658,stg1_002752,"Мне нужно воспользоваться твоим чертовым мобильным приложением, как мне это сделать?","Мне нужно воспользоваться твоим чертовым мобильным приложением, как я могу это сделать?",technical_issue,technical_issue,True,0.9970901608467102,,
stg1_000029,stg1_000203,Мне нужна помощь с добавлением чертовых товаров в корзину.,Мне нужна помощь с добавлением чертового товара в корзину.,product_info,product_info,True,0.9970797896385193,,
stg1_002449,stg1_002502,"Мне нужна информация о чертовых распродажах, где я могу ее получить?","Мне нужна информация о чертовой распродаже, где я могу ее получить?",promo_loyalty,promo_loyalty,True,0.9969912767410278,,
stg1_002823,stg1_002859,можно ли будет купить через ваше приложение?,можно ли купить через ваше приложение?,technical_issue,technical_issue,True,0.9969098567962646,,
stg1_002687,stg1_002802,"Мне нужно воспользоваться твоим чертовым мобильным приложением, где я могу это сделать?","Мне нужно воспользоваться твоим чертовым мобильным приложением, где мне это сделать?",technical_issue,technical_issue,True,0.99690181016922,,
stg1_002370,stg1_002519,"Я хотел бы узнать больше о следующих гребаных распродажах, найти некоторую информацию.","Я хочу узнать больше о следующих гребаных распродажах, найти некоторую информацию.",promo_loyalty,promo_loyalty,True,0.9968714118003845,,
stg1_001894,stg1_001902,Можете ли вы помочь мне подать претензию клиента?,Можете ли вы помочь мне составить претензию клиента?,other,other,True,0.9968388080596924,,
stg1_001371,stg1_001435,"Я хочу вернуть заказы онлайн, где мне это сделать?","Я хочу вернуть заказы онлайн, где я могу это сделать?",return_exchange,return_exchange,True,0.9968329071998596,,
stg1_002365,stg1_002584,"Я хотел бы узнать больше о следующих распродажах, вы дадите мне какую-нибудь информацию?","Я хотел бы узнать больше о следующих распродажах, ты дашь мне некоторую информацию?",promo_loyalty,promo_loyalty,True,0.9968065619468689,,
stg1_000946,stg1_000981,"хочу помочь узнать, в какие часы я могу позвонить в службу поддержки клиентов","помогите мне узнать, в какие часы я могу позвонить в службу поддержки клиентов",general_info,general_info,True,0.9967820644378662,,
stg1_000021,stg1_000168,"Я хочу удалить товар из корзины, как мне это сделать?","Я хочу удалить товары из корзины, как мне это сделать?",product_info,product_info,True,0.9966650605201721,,
stg1_002716,stg1_002854,"Я хочу использовать ваше приложение, не могли бы вы мне помочь?","Я хотел бы использовать ваше приложение, не могли бы вы мне помочь?",technical_issue,technical_issue,True,0.996649980545044,,
stg1_002309,stg1_002334,"помогите мне понять, в каких случаях я могу потребовать вернуть свои деньги","Помогите узнать, в каких случаях я могу потребовать вернуть свои деньги",payment_refund,payment_refund,True,0.9965286254882812,,
stg1_002638,stg1_002662,"хочу воспользоваться твоим чертовым мобильным приложением, могу ли я получить помощь?","Я бы хотел воспользоваться твоим чертовым мобильным приложением, могу ли я получить помощь?",technical_issue,technical_issue,True,0.996481716632843,,
stg1_002372,stg1_002453,"Я хотел бы узнать больше о весенних распродажах, можете ли вы найти какую-нибудь информацию?","Я хотел бы узнать больше о весенних распродажах, вы найдете какую-нибудь информацию?",promo_loyalty,promo_loyalty,True,0.9964631795883179,,
stg1_002567,stg1_002593,"Я ищу информацию о весенних распродажах, где я могу ее получить?","Я ищу информацию о весенних распродажах, где я могу ее найти?",promo_loyalty,promo_loyalty,True,0.9964305758476257,,
stg1_002705,stg1_002760,"Я бы хотел воспользоваться твоим чертовым приложением, где я могу это сделать?","Я бы хотел воспользоваться твоим чертовым приложением, где мне это сделать?",technical_issue,technical_issue,True,0.9964084625244141,,
stg1_000153,stg1_000283,"хочу добавить товары в корзину, как мне это сделать?","мне нужно добавить товары в корзину, как мне это сделать?",product_info,product_info,True,0.9964073300361633,,
stg1_002600,stg1_002622,"Мне нравится информация о чертовых зимних распродажах, где я могу ее найти","Мне нравится информация о чертовых зимних распродажах, где я могу ее получить",promo_loyalty,promo_loyalty,True,0.9963846206665039,,
stg1_001439,stg1_001470,"Я хочу сообщить о чертовски неправильных товарах, мне нужна помощь","Я должен сообщить о чертовски неправильных товарах, мне нужна помощь",return_exchange,return_exchange,True,0.9963256120681763,,
stg1_002443,stg1_002504,"Мне нужна информация о весенних распродажах, где я могу ее получить?","Мне нужна информация о весенних распродажах, где я могу ее найти?",promo_loyalty,promo_loyalty,True,0.9962722063064575,,
stg1_001217,stg1_001303,"мне нужна информация о чертовом товаре в магазине, где я могу его найти","мне нужна информация о чертовом товаре в магазине, где я могу его получить",return_exchange,return_exchange,True,0.9962647557258606,,
stg1_002737,stg1_002825,"Я бы хотел воспользоваться твоим чертовым мобильным приложением, можно мне помочь?","Я бы хотел использовать твое чертово мобильное приложение, можешь мне помочь?",technical_issue,technical_issue,True,0.9962523579597473,,
stg1_002360,stg1_002471,"мне нужна информация о чертовых распродажах, где я могу ее получить","мне нужна информация о чертовых распродажах, где я могу ее найти",promo_loyalty,promo_loyalty,True,0.9961782693862915,,
stg1_000899,stg1_000917,"Мне нужна информация о часах работы вашего магазина, где я могу ее получить?","Мне нужна информация о часах работы вашего магазина, где я могу ее найти?",general_info,general_info,True,0.9961754083633423,,
stg1_002363,stg1_002449,"Мне нужна информация о чертовых распродажах, где я могу ее найти?","Мне нужна информация о чертовых распродажах, где я могу ее получить?",promo_loyalty,promo_loyalty,True,0.996148407459259,,
stg1_002591,stg1_002617,"хочу узнать больше о чертовых распродажах, не могли бы вы дать мне некоторую информацию?","Я хочу узнать больше о чертовой распродаже, не могли бы вы дать мне некоторую информацию?",promo_loyalty,promo_loyalty,True,0.9961442947387695,,
stg1_002781,stg1_002822,"Мне нужно воспользоваться твоим чертовым приложением, могу ли я получить помощь?","хочу воспользоваться твоим чертовым приложением, могу ли я получить помощь?",technical_issue,technical_issue,True,0.9961416125297546,,
stg1_001425,stg1_001468,"Я хотел бы вернуть товар, купленный в Интернете, в магазине, где я могу это сделать","Я хотел бы вернуть товар, купленный в Интернете, в магазине, где это сделать",return_exchange,return_exchange,True,0.9960553050041199,,
stg1_002701,stg1_002778,"Я бы хотел воспользоваться твоим чертовым мобильным приложением, мне нужна помощь","Я хочу воспользоваться твоим чертовым мобильным приложением, мне нужна помощь",technical_issue,technical_issue,True,0.9959126114845276,,
stg1_002773,stg1_002871,мобильное приложение не работает на моем планшете. Можете ли вы помочь мне сообщить о проблеме?,Мобильное приложение не работает на моем планшете. Не могли бы вы помочь мне сообщить о проблеме?,technical_issue,technical_issue,True,0.9957766532897949,,
stg1_000017,stg1_000030,"Я хочу подтвердить наличие товара в магазине, мне нужна помощь","Я хотел бы подтвердить наличие товаров в магазине, мне нужна помощь",product_info,product_info,True,0.9956821203231812,,
stg1_002781,stg1_002862,"Мне нужно воспользоваться твоим чертовым приложением, могу ли я получить помощь?","Я хочу воспользоваться твоим чертовым приложением, могу ли я получить помощь?",technical_issue,technical_issue,True,0.9956226944923401,,
stg1_000075,stg1_000078,помогите мне оставить отзыв о вашей продукции,помогите оставить отзыв о вашей продукции,product_info,product_info,True,0.9955775141716003,,
stg1_002451,stg1_002476,"Я ищу информацию о чертовых зимних распродажах, могу ли я получить какую-нибудь помощь?","Я ищу информацию о чертовых зимних распродажах, могу ли я получить помощь?",promo_loyalty,promo_loyalty,True,0.9955565929412842,,
stg1_002439,stg1_002510,"Я хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?","Я хотел бы узнать больше о чертовой распродаже, можете ли вы найти какую-нибудь информацию?",promo_loyalty,promo_loyalty,True,0.9954871535301208,,
stg1_001943,stg1_002048,Мне нужно отправить чертов отзыв о твоем бренде. Можете мне помочь?,"Мне нужно отправить чертов отзыв о вашем бренде, вы можете мне помочь?",other,other,True,0.9954821467399597,,
stg1_002702,stg1_002728,"Я хотел бы использовать ваше мобильное приложение, как мне это сделать?","Я хочу использовать ваше мобильное приложение, как это сделать?",technical_issue,technical_issue,True,0.9952102899551392,,
stg1_002702,stg1_002744,"Я хотел бы использовать ваше мобильное приложение, как мне это сделать?","Я бы хотел использовать твое мобильное приложение, как я могу это сделать?",technical_issue,technical_issue,True,0.9952041506767273,,
stg1_000045,stg1_000192,"Я хотел бы добавить чертовы товары в корзину, где мне это сделать?","Я хочу добавить чертовы товары в корзину, где я могу это сделать?",product_info,product_info,True,0.9952006340026855,,
stg1_002625,stg1_002659,могу ли я использовать твое чертово мобильное приложение?,можно ли использовать твое чертово мобильное приложение?,technical_issue,technical_issue,True,0.995145320892334,,
stg1_002686,stg1_002837,"Я хочу использовать ваше мобильное приложение, где я могу это сделать?","Я хочу использовать ваше мобильное приложение, где мне это сделать?",technical_issue,technical_issue,True,0.994999349117279,,
stg1_002692,stg1_002796,как мне купить через ваше мобильное приложение?,как я могу купить через ваше мобильное приложение?,technical_issue,technical_issue,True,0.9949836730957031,,
stg1_002402,stg1_002467,"Мне нужна информация о распродажах, где я могу ее получить?","Мне нужна информация о распродажах, где я могу ее найти?",promo_loyalty,promo_loyalty,True,0.9949579238891602,,
stg1_000209,stg1_000273,"Я бы хотел удалить чертов товар из корзины, мне нужна помощь","Мне нужно удалить чертов товар из корзины, мне нужна помощь",product_info,product_info,True,0.9949474930763245,,
stg1_002453,stg1_002556,"Я хотел бы узнать больше о весенних распродажах, вы найдете какую-нибудь информацию?","Я хочу узнать больше о весенних распродажах, можете ли вы найти какую-нибудь информацию?",promo_loyalty,promo_loyalty,True,0.9949426054954529,,
stg1_002702,stg1_002740,"Я хотел бы использовать ваше мобильное приложение, как мне это сделать?","Я хочу использовать ваше мобильное приложение, как мне это сделать?",technical_issue,technical_issue,True,0.9949255585670471,,
stg1_002728,stg1_002759,"Я хочу использовать ваше мобильное приложение, как это сделать?","Я хотел бы использовать ваше мобильное приложение, как это сделать?",technical_issue,technical_issue,True,0.9949163794517517,,
stg1_002469,stg1_002501,"Я ищу информацию о зимних распродажах, где я могу ее получить?","Я хотел бы получить информацию о зимних распродажах, где я могу ее получить?",promo_loyalty,promo_loyalty,True,0.9948843717575073,,
stg1_000595,stg1_000654,"кто-то взломал мой профиль, мне нужна помощь в восстановлении пароля","кто-то взломал мой профиль, мне нужна помощь, чтобы восстановить пароль",account,account,True,0.9948725700378418,,
stg1_002439,stg1_002619,"Я хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?","Я хочу узнать больше о чертовых распродажах, вы найдете какую-нибудь информацию?",promo_loyalty,promo_loyalty,True,0.9948493838310242,,
stg1_001193,stg1_001402,"Я хочу обменять товар в магазине, вы мне поможете?","Мне нужно обменять товар в магазине, вы мне поможете?",return_exchange,return_exchange,True,0.9948254823684692,,
stg1_001196,stg1_001254,"мне нужно вернуть онлайн-заказ, мне нужна помощь","Мне нужно вернуть заказ онлайн, мне нужна помощь",return_exchange,return_exchange,True,0.9948168396949768,,
stg1_000894,stg1_001108,"Мне нужно найти ближайший магазин, как это сделать?","Мне нужно найти ближайший ко мне магазин, как это сделать?",general_info,general_info,True,0.9948130249977112,,
stg1_002649,stg1_002846,"Я хочу воспользоваться твоим чертовым приложением, как это сделать?","Я бы хотел воспользоваться твоим чертовым приложением, как мне это сделать?",technical_issue,technical_issue,True,0.9947021007537842,,
stg1_001327,stg1_001403,некоторые предметы сломаны. Можете ли вы помочь мне сообщить о них?,"некоторые предметы сломаны, вы поможете мне сообщить о них?",return_exchange,return_exchange,True,0.9946880340576172,,
stg1_002771,stg1_002903,"хочу использовать твое приложение, могу ли я получить помощь","Я хотел бы использовать ваше приложение, могу ли я получить помощь",technical_issue,technical_issue,True,0.9946789741516113,,
stg1_002744,stg1_002759,"Я бы хотел использовать твое мобильное приложение, как я могу это сделать?","Я хотел бы использовать ваше мобильное приложение, как это сделать?",technical_issue,technical_issue,True,0.9946406483650208,,
stg1_000915,stg1_000978,"мне нужно поговорить со службой поддержки, могу ли я получить помощь","Мне нужно поговорить со службой поддержки, могу ли я получить помощь?",general_info,general_info,True,0.9946159720420837,,
stg1_001778,stg1_001811,"Я вас не понимаю, мне нужна помощь, чтобы поговорить с оператором","я не понимаю, мне нужна помощь, чтобы поговорить с оператором",other,other,True,0.9946028590202332,,
stg1_001964,stg1_001981,"мне нужна помощь, чтобы поговорить с агентом-человеком",Мне нужна помощь в разговоре с агентом-человеком,other,other,True,0.9945748448371887,,
stg1_001527,stg1_001760,"нужна помощь, чтобы узнать, когда прибудет моя посылка","мне нужна помощь, чтобы узнать, когда прибудет моя посылка",delivery,delivery,True,0.9945217370986938,,
stg1_000003,stg1_000222,"Я хочу удалить товар из корзины, где мне это сделать?","Я хочу удалить товары из корзины, где я могу это сделать?",product_info,product_info,True,0.9945030808448792,,
stg1_001387,stg1_001397,"Я хочу вернуть товар онлайн, где я могу это сделать?","Мне нужно вернуть товар онлайн, где я могу это сделать?",return_exchange,return_exchange,True,0.9944087862968445,,
stg1_002427,stg1_002557,"Я ищу информацию о чертовых зимних распродажах, как мне ее получить?","Мне бы хотелось получить информацию о чертовых зимних распродажах, как мне ее получить?",promo_loyalty,promo_loyalty,True,0.9943975806236267,,
stg1_002457,stg1_002606,"Мне нужна информация о следующих распродажах, как я могу ее получить?","Мне нужна информация о следующих распродажах, как я могу ее найти?",promo_loyalty,promo_loyalty,True,0.9943616390228271,,
stg1_002634,stg1_002801,"мобильное приложение не работает на моем устройстве, мне нужна помощь, чтобы сообщить об ошибке","приложение не работает на моем мобильном телефоне, мне нужна помощь, чтобы сообщить об ошибке",technical_issue,technical_issue,True,0.994316816329956,,
stg1_002736,stg1_002767,"Я хотел бы использовать ваше приложение, где я могу это сделать?","Я хотел бы использовать ваше приложение, где мне это сделать?",technical_issue,technical_issue,True,0.9942350387573242,,
stg1_000891,stg1_000945,Могу ли я связаться со службой поддержки клиентов?,могу ли я связаться со службой поддержки клиентов,general_info,general_info,True,0.994229257106781,,
stg1_001185,stg1_001424,"не могли бы вы помочь мне обменять некоторые чертовы товары, которые я купил?","не мог бы ты помочь мне обменять некоторые чертовы вещи, которые я купил?",return_exchange,return_exchange,True,0.9941815733909607,,
stg1_002875,stg1_002902,"сайт не работает на моем мобильном телефоне, как я могу сообщить о проблеме?","сайт не работает на моем мобильном телефоне, могу ли я сообщить о проблеме?",technical_issue,technical_issue,True,0.9940839409828186,,
stg1_002445,stg1_002515,"Я хотел бы узнать больше о распродажах, дайте мне некоторую информацию","Я хотел бы узнать больше о распродажах, дайте мне некоторую информацию.",promo_loyalty,promo_loyalty,True,0.9940314292907715,,
stg1_002752,stg1_002831,"Мне нужно воспользоваться твоим чертовым мобильным приложением, как я могу это сделать?","Я хочу воспользоваться твоим чертовым мобильным приложением, как я могу это сделать?",technical_issue,technical_issue,True,0.9940292239189148,,
stg1_002358,stg1_002428,"Мне нужна информация о чертовых весенних распродажах, как мне ее найти?","Я ищу информацию о чертовых весенних распродажах, как мне ее найти?",promo_loyalty,promo_loyalty,True,0.993972659111023,,
stg1_002632,stg1_002846,"Я бы хотел использовать твое чертово приложение, как мне это сделать?","Я бы хотел воспользоваться твоим чертовым приложением, как мне это сделать?",technical_issue,technical_issue,True,0.9939695596694946,,
stg1_002765,stg1_002845,"я не могу заставить сайт работать на своем компьютере, как я могу сообщить об ошибке","я не могу заставить сайт работать на своем компьютере, могу ли я сообщить об ошибке",technical_issue,technical_issue,True,0.9939305782318115,,
stg1_002369,stg1_002479,"Я хочу узнать больше о зимних распродажах, найти некоторую информацию","Я хотел бы узнать больше о зимних распродажах, найду некоторую информацию",promo_loyalty,promo_loyalty,True,0.9939046502113342,,
stg1_001070,stg1_001152,можно ли поговорить со службой поддержки клиентов,могу ли я поговорить со службой поддержки клиентов,general_info,general_info,True,0.9938989281654358,,
stg1_002492,stg1_002510,"хочу узнать больше о чертовых распродажах, можешь ли ты найти какую-нибудь информацию?","Я хотел бы узнать больше о чертовой распродаже, можете ли вы найти какую-нибудь информацию?",promo_loyalty,promo_loyalty,True,0.9938747882843018,,
stg1_002866,stg1_002868,мобильное приложение не работает на моем компьютере. Не могли бы вы помочь мне сообщить о проблеме?,"мобильное приложение не работает на моем компьютере, можете ли вы помочь мне сообщить о проблеме?",technical_issue,technical_issue,True,0.993822455406189,,
stg1_000038,stg1_000188,"мне нужна помощь, чтобы узнать наличие товара","Мне нужна помощь, чтобы проверить наличие товара",product_info,product_info,True,0.993802547454834,,
stg1_000312,stg1_000315,"Я купил товар, но выбрал неправильный размер. Как я могу изменить свой онлайн-заказ?","Я купил товар, но выбрал неправильный размер, как изменить мой онлайн-заказ?",order_status,order_status,True,0.9937944412231445,,
stg1_002634,stg1_002735,"мобильное приложение не работает на моем устройстве, мне нужна помощь, чтобы сообщить об ошибке","приложение не работает на моем устройстве, мне нужна помощь, чтобы сообщить об ошибке",technical_issue,technical_issue,True,0.9937844276428223,,
stg1_001244,stg1_001347,Я бы хотел вернуть чертовы товары онлайн,Я бы хотел вернуть чертов товар онлайн,return_exchange,return_exchange,True,0.9937790632247925,,
stg1_002481,stg1_002538,"Я хочу узнать больше о следующих распродажах, можешь ли ты найти какую-нибудь информацию?","Я хочу узнать больше о следующих распродажах, можешь ли ты дать мне какую-нибудь информацию?",promo_loyalty,promo_loyalty,True,0.9937560558319092,,
stg1_000659,stg1_000812,"мой аккаунт украли, не могли бы вы помочь мне сбросить мой чертов пароль?","мой аккаунт взломали, не могли бы вы помочь мне сбросить мой чертов пароль?",account,account,True,0.9937541484832764,,
stg1_001718,stg1_001745,хочу указать адрес доставки,Я хочу указать адрес доставки,delivery,delivery,True,0.993745744228363,,
stg1_002428,stg1_002483,"Я ищу информацию о чертовых весенних распродажах, как мне ее найти?","Мне бы хотелось получить информацию о чертовых весенних распродажах, как мне ее найти?",promo_loyalty,promo_loyalty,True,0.9937000274658203,,
stg1_002743,stg1_002902,"сайт не работает на моем мобильном телефоне, могу ли я сообщить о проблеме","сайт не работает на моем мобильном телефоне, могу ли я сообщить о проблеме?",technical_issue,technical_issue,True,0.9936845898628235,,
stg1_001799,stg1_001957,"я не понимаю, как мне поговорить с агентом-человеком","Я не знаю, как говорить с агентом-человеком",other,other,True,0.9936261177062988,,
