sample_id_1,sample_id_2,text_1,text_2,label_1,label_2,cosine_similarity,review_status,review_comment
stg1_000167,stg1_001219,"Мне нравится информация о продукте, где я могу ее найти","Мне нравится информация о товаре в магазине, где я могу его получить",product_info,return_exchange,0.971714437007904,,
stg1_001219,stg1_000167,"Мне нравится информация о товаре в магазине, где я могу его получить","Мне нравится информация о продукте, где я могу ее найти",return_exchange,product_info,0.971714437007904,,
stg1_000497,stg1_001205,"Мне нужно купить кое-какие чертовы вещи, могу ли я получить помощь?","Я хочу обменять купленные мной чертовы товары, могу ли я получить помощь?",order_status,return_exchange,0.9715354442596436,,
stg1_001205,stg1_000497,"Я хочу обменять купленные мной чертовы товары, могу ли я получить помощь?","Мне нужно купить кое-какие чертовы вещи, могу ли я получить помощь?",return_exchange,order_status,0.9715354442596436,,
stg1_000902,stg1_001340,"Я хотел бы найти чертов магазин, мне нужна помощь.","Я ищу информацию о чертовом товаре в магазине, мне нужна помощь.",general_info,return_exchange,0.9715051651000977,,
stg1_000194,stg1_001774,"Мне нужна помощь, чтобы отправить отзыв о вашей продукции","Мне нужно отправить отзыв о продукте, мне нужна помощь",product_info,other,0.9710584878921509,,
stg1_000078,stg1_002050,помогите оставить отзыв о вашей продукции,помогите мне оставить отзыв о продукте,product_info,other,0.9709613919258118,,
stg1_001162,stg1_002360,"мне нужна информация о чертовых магазинах поблизости, где я могу ее получить","мне нужна информация о чертовых распродажах, где я могу ее получить",general_info,promo_loyalty,0.970767080783844,,
stg1_002360,stg1_001162,"мне нужна информация о чертовых распродажах, где я могу ее получить","мне нужна информация о чертовых магазинах поблизости, где я могу ее получить",promo_loyalty,general_info,0.970767080783844,,
stg1_001671,stg1_001079,"хочу проверить время доставки моей покупки, мне нужна помощь","мне нужно посмотреть часы твоих покупок, мне нужна помощь",delivery,general_info,0.9707497358322144,,
stg1_001079,stg1_001671,"мне нужно посмотреть часы твоих покупок, мне нужна помощь","хочу проверить время доставки моей покупки, мне нужна помощь",general_info,delivery,0.9707497358322144,,
stg1_002471,stg1_001217,"мне нужна информация о чертовых распродажах, где я могу ее найти","мне нужна информация о чертовом товаре в магазине, где я могу его найти",promo_loyalty,return_exchange,0.9706594347953796,,
stg1_001217,stg1_002471,"мне нужна информация о чертовом товаре в магазине, где я могу его найти","мне нужна информация о чертовых распродажах, где я могу ее найти",return_exchange,promo_loyalty,0.9706594347953796,,
stg1_000450,stg1_001429,Мне нужно отменить чертов заказ,Мне нужно отправить обратно чертов заказ,order_status,return_exchange,0.9705795049667358,,
stg1_001429,stg1_000450,Мне нужно отправить обратно чертов заказ,Мне нужно отменить чертов заказ,return_exchange,order_status,0.9705795049667358,,
stg1_002432,stg1_001453,"Мне нужна информация о продажах, где я могу ее получить?","Мне нужна информация о товаре в магазине, где я могу ее получить?",promo_loyalty,return_exchange,0.9702568054199219,,
stg1_001453,stg1_002432,"Мне нужна информация о товаре в магазине, где я могу ее получить?","Мне нужна информация о продажах, где я могу ее получить?",return_exchange,promo_loyalty,0.9702568054199219,,
stg1_001303,stg1_002360,"мне нужна информация о чертовом товаре в магазине, где я могу его получить","мне нужна информация о чертовых распродажах, где я могу ее получить",return_exchange,promo_loyalty,0.9701488018035889,,
stg1_000187,stg1_002367,"Я ищу информацию о чертовых продуктах, могу ли я получить помощь?",Я ищу информацию о чертовой распродаже. Могу ли я получить помощь?,product_info,promo_loyalty,0.9697519540786743,,
stg1_002414,stg1_000196,"Я хотел бы узнать больше о чертовой распродаже, можете ли вы дать мне некоторую информацию?","Я хотел бы узнать больше о чертовых продуктах, можете ли вы дать мне некоторую информацию?",promo_loyalty,product_info,0.9694965481758118,,
stg1_001477,stg1_001340,"Я ищу информацию о чертовой дате доставки моей покупки, мне нужна помощь.","Я ищу информацию о чертовом товаре в магазине, мне нужна помощь.",delivery,return_exchange,0.969352662563324,,
stg1_001051,stg1_000497,"Мне бы хотелось найти чертовы магазины, могу ли я получить помощь?","Мне нужно купить кое-какие чертовы вещи, могу ли я получить помощь?",general_info,order_status,0.968734085559845,,
stg1_001733,stg1_002218,"Я хотел бы проверить чертову стоимость доставки, где я могу это сделать","Я хотел бы проверить твои чертовы варианты оплаты, где я могу это сделать",delivery,payment_refund,0.9686441421508789,,
stg1_002218,stg1_001733,"Я хотел бы проверить твои чертовы варианты оплаты, где я могу это сделать","Я хотел бы проверить чертову стоимость доставки, где я могу это сделать",payment_refund,delivery,0.9686441421508789,,
stg1_000206,stg1_001453,"Мне нужна информация о продукте, где я могу ее найти?","Мне нужна информация о товаре в магазине, где я могу ее получить?",product_info,return_exchange,0.9683072566986084,,
stg1_002006,stg1_000290,"Мне нужно отправить чертов отзыв о продукте, могу ли я получить помощь?","Я ищу информацию о чертовом продукте, могу ли я получить помощь?",other,product_info,0.96815025806427,,
stg1_001521,stg1_001052,"Мне нужно проверить время доставки моего заказа, помогите мне.","Мне нужно узнать часы работы вашего магазина, помогите мне.",delivery,general_info,0.9680091738700867,,
stg1_001052,stg1_001521,"Мне нужно узнать часы работы вашего магазина, помогите мне.","Мне нужно проверить время доставки моего заказа, помогите мне.",general_info,delivery,0.9680091738700867,,
stg1_001494,stg1_001267,"Мне не хватает некоторых продуктов, которые я купил, мне нужна помощь, чтобы сообщить о них","некоторые продукты в моей посылке указаны неверно, мне нужна помощь, чтобы сообщить о них",delivery,return_exchange,0.9679363369941711,,
stg1_001267,stg1_001494,"некоторые продукты в моей посылке указаны неверно, мне нужна помощь, чтобы сообщить о них","Мне не хватает некоторых продуктов, которые я купил, мне нужна помощь, чтобы сообщить о них",return_exchange,delivery,0.9679363369941711,,
stg1_000299,stg1_001249,"я разместил чертов онлайн-заказ, помогите мне его отменить","Мне нужно вернуть чертов заказ онлайн, помогите мне.",order_status,return_exchange,0.9678473472595215,,
stg1_001249,stg1_000299,"Мне нужно вернуть чертов заказ онлайн, помогите мне.","я разместил чертов онлайн-заказ, помогите мне его отменить",return_exchange,order_status,0.9678473472595215,,
stg1_000596,stg1_002279,"мне нужно открыть чертов счет, ты можешь мне помочь?","мне нужно запросить чертов счет, могу ли я получить помощь",account,payment_refund,0.9676191210746765,,
stg1_001103,stg1_000218,"Я бы хотел найти чертовы магазины, как мне это сделать?","Я хотел бы проверить наличие чертовых товаров в магазине, как я могу это сделать?",general_info,product_info,0.9675763845443726,,
stg1_000218,stg1_001103,"Я хотел бы проверить наличие чертовых товаров в магазине, как я могу это сделать?","Я бы хотел найти чертовы магазины, как мне это сделать?",product_info,general_info,0.9675763845443726,,
stg1_001807,stg1_001248,Не могли бы вы помочь мне отправить чертовы жалобы на продукты?,не могли бы вы помочь мне сообщить о чертовски неправильном продукте?,other,return_exchange,0.9671884179115295,,
stg1_001248,stg1_001807,не могли бы вы помочь мне сообщить о чертовски неправильном продукте?,Не могли бы вы помочь мне отправить чертовы жалобы на продукты?,return_exchange,other,0.9671884179115295,,
stg1_002411,stg1_001340,"я ищу информацию о чертовых распродажах, мне нужна помощь","Я ищу информацию о чертовом товаре в магазине, мне нужна помощь.",promo_loyalty,return_exchange,0.9671118259429932,,
stg1_001633,stg1_000189,"Я хочу узнать, когда прибудет мой товар, мне нужна помощь","Я хочу увидеть наличие товара, мне нужна помощь",delivery,product_info,0.9670640826225281,,
stg1_000189,stg1_001633,"Я хочу увидеть наличие товара, мне нужна помощь","Я хочу узнать, когда прибудет мой товар, мне нужна помощь",product_info,delivery,0.9670640826225281,,
stg1_002402,stg1_001453,"Мне нужна информация о распродажах, где я могу ее получить?","Мне нужна информация о товаре в магазине, где я могу ее получить?",promo_loyalty,return_exchange,0.9670315384864807,,
stg1_000200,stg1_002433,"Я хочу узнать больше о продукте, дайте мне некоторую информацию","Я хочу узнать больше о следующих продажах, дайте мне некоторую информацию",product_info,promo_loyalty,0.9670020341873169,,
stg1_002433,stg1_000200,"Я хочу узнать больше о следующих продажах, дайте мне некоторую информацию","Я хочу узнать больше о продукте, дайте мне некоторую информацию",promo_loyalty,product_info,0.9670020341873169,,
stg1_002566,stg1_001408,"я ищу информацию о чертовых распродажах, помогите мне","Я ищу информацию о чертовом товаре в магазине, помогите мне.",promo_loyalty,return_exchange,0.9669902324676514,,
stg1_001408,stg1_002566,"Я ищу информацию о чертовом товаре в магазине, помогите мне.","я ищу информацию о чертовых распродажах, помогите мне",return_exchange,promo_loyalty,0.9669902324676514,,
stg1_000076,stg1_001771,"Мне нужно оставить отзыв о товаре, помогите мне.","мне нужно отправить отзыв о продукте, помогите мне",product_info,other,0.9669265747070312,,
stg1_001920,stg1_002088,"мне нужно отправить чертовы предложения, мне нужна помощь","Мне нужна помощь, чтобы сделать чертов перевод",other,payment_refund,0.9669135808944702,,
stg1_002088,stg1_001920,"Мне нужна помощь, чтобы сделать чертов перевод","мне нужно отправить чертовы предложения, мне нужна помощь",payment_refund,other,0.9669135808944702,,
stg1_000010,stg1_001362,Мне нужно подтвердить наличие товаров в магазине. Могу ли я получить помощь?,"Я хотел бы обменять товар в магазине, могу ли я получить помощь?",product_info,return_exchange,0.9666668772697449,,
stg1_001362,stg1_000010,"Я хотел бы обменять товар в магазине, могу ли я получить помощь?",Мне нужно подтвердить наличие товаров в магазине. Могу ли я получить помощь?,return_exchange,product_info,0.9666668772697449,,
stg1_001697,stg1_001079,"Я хотел бы проверить время доставки, мне нужна помощь","мне нужно посмотреть часы твоих покупок, мне нужна помощь",delivery,general_info,0.966499388217926,,
stg1_002213,stg1_001300,"Мне нужна информация о вашей гарантии возврата денег, как я могу ее получить?","Мне нужна информация о вашем процессе возврата, как я могу ее получить?",payment_refund,return_exchange,0.9663192629814148,,
stg1_001300,stg1_002213,"Мне нужна информация о вашем процессе возврата, как я могу ее получить?","Мне нужна информация о вашей гарантии возврата денег, как я могу ее получить?",return_exchange,payment_refund,0.9663192629814148,,
stg1_000285,stg1_002452,"Мне нужна информация о чертовых продуктах, как я могу ее получить?","Мне нужна информация о чертовых распродажах, как я могу ее получить?",product_info,promo_loyalty,0.9663174152374268,,
stg1_002452,stg1_000285,"Мне нужна информация о чертовых распродажах, как я могу ее получить?","Мне нужна информация о чертовых продуктах, как я могу ее получить?",promo_loyalty,product_info,0.9663174152374268,,
stg1_002502,stg1_001303,"Мне нужна информация о чертовой распродаже, где я могу ее получить?","мне нужна информация о чертовом товаре в магазине, где я могу его получить",promo_loyalty,return_exchange,0.9661365747451782,,
stg1_002307,stg1_001247,"нужна помощь, чтобы запросить возврат моих денег","Я хотел бы запросить возврат средств, мне нужна помощь",payment_refund,return_exchange,0.9659051299095154,,
stg1_001247,stg1_002307,"Я хотел бы запросить возврат средств, мне нужна помощь","нужна помощь, чтобы запросить возврат моих денег",return_exchange,payment_refund,0.9659051299095154,,
stg1_001508,stg1_001183,"один из товаров из моего заказа не доставлен, помогите мне сообщить об этом","один из чертовых товаров, которые я получил, неправильный, помогите мне сообщить об этом",delivery,return_exchange,0.9658041596412659,,
stg1_001183,stg1_001508,"один из чертовых товаров, которые я получил, неправильный, помогите мне сообщить об этом","один из товаров из моего заказа не доставлен, помогите мне сообщить об этом",return_exchange,delivery,0.9658041596412659,,
stg1_002445,stg1_000200,"Я хотел бы узнать больше о распродажах, дайте мне некоторую информацию","Я хочу узнать больше о продукте, дайте мне некоторую информацию",promo_loyalty,product_info,0.9657196998596191,,
stg1_001133,stg1_000157,"мне нужно найти чертов магазин рядом со мной, помоги мне","мне нужно подтвердить наличие чертовых товаров в магазине, поможет мне",general_info,product_info,0.9654960036277771,,
stg1_000157,stg1_001133,"мне нужно подтвердить наличие чертовых товаров в магазине, поможет мне","мне нужно найти чертов магазин рядом со мной, помоги мне",product_info,general_info,0.9654960036277771,,
stg1_000348,stg1_001239,"я разместил заказ, помогите мне отменить его","мой заказ отменен, помогите мне сообщить об этом",order_status,return_exchange,0.9654619097709656,,
stg1_001239,stg1_000348,"мой заказ отменен, помогите мне сообщить об этом","я разместил заказ, помогите мне отменить его",return_exchange,order_status,0.9654619097709656,,
stg1_001486,stg1_002430,"Я ищу информацию о дате доставки моей покупки, мне нужна помощь","Я ищу информацию о распродажах, мне нужна помощь",delivery,promo_loyalty,0.9654393196105957,,
stg1_002430,stg1_001486,"Я ищу информацию о распродажах, мне нужна помощь","Я ищу информацию о дате доставки моей покупки, мне нужна помощь",promo_loyalty,delivery,0.9654393196105957,,
stg1_001060,stg1_000449,"Мне нужно найти чертовы магазины, ты можешь мне помочь?","Мне нужно найти свой чертов заказ, ты можешь мне помочь?",general_info,order_status,0.9652969837188721,,
stg1_002224,stg1_001281,"Я хочу узнать о вашей чертовой политике возмещения расходов, где я могу найти дополнительную информацию?","Я хотел бы узнать о вашей чертовой политике возврата, где я могу получить дополнительную информацию",payment_refund,return_exchange,0.9652564525604248,,
stg1_001281,stg1_002224,"Я хотел бы узнать о вашей чертовой политике возврата, где я могу получить дополнительную информацию","Я хочу узнать о вашей чертовой политике возмещения расходов, где я могу найти дополнительную информацию?",return_exchange,payment_refund,0.9652564525604248,,
stg1_001438,stg1_002102,мне нужна информация о вашей политике возврата,"Мне нужна информация о вашей политике возврата средств, где я могу ее получить",return_exchange,payment_refund,0.9652414917945862,,
stg1_001163,stg1_002396,"Я хотел бы узнать больше о ближайших к черту магазинах, вы можете дать мне некоторую информацию?","Я хотел бы узнать больше о чертовых продажах, можете ли вы дать мне некоторую информацию?",general_info,promo_loyalty,0.9650444984436035,,
stg1_001817,stg1_000058,"мне нужно отправить отзыв, чтобы сделать это",Я должен отправить свой отзыв,other,product_info,0.9650052785873413,,
stg1_001648,stg1_000308,где я могу проверить чертову стоимость доставки?,"где я могу проверить, где моя чертова доставка",delivery,order_status,0.9648777842521667,,
stg1_000308,stg1_001648,"где я могу проверить, где моя чертова доставка",где я могу проверить чертову стоимость доставки?,order_status,delivery,0.9648777842521667,,
stg1_000201,stg1_002414,"Я хотел бы узнать больше об этом чертовом продукте, можете ли вы дать мне некоторую информацию?","Я хотел бы узнать больше о чертовой распродаже, можете ли вы дать мне некоторую информацию?",product_info,promo_loyalty,0.9647799730300903,,
stg1_000296,stg1_002617,"Я хотел бы узнать больше об этом чертовом продукте, не могли бы вы дать мне некоторую информацию?","Я хочу узнать больше о чертовой распродаже, не могли бы вы дать мне некоторую информацию?",product_info,promo_loyalty,0.9647325873374939,,
stg1_002617,stg1_000296,"Я хочу узнать больше о чертовой распродаже, не могли бы вы дать мне некоторую информацию?","Я хотел бы узнать больше об этом чертовом продукте, не могли бы вы дать мне некоторую информацию?",promo_loyalty,product_info,0.9647325873374939,,
stg1_001947,stg1_000064,"Мне нужно отправить отзыв о продукте, где я могу это сделать?",как я могу отправить отзыв о продукте?,other,product_info,0.9646967053413391,,
stg1_001500,stg1_002313,"Я не получил свой заказ, мне нужна помощь, чтобы сообщить о проблемах с доставкой.","Я не получил подтверждение платежа. Мне нужна помощь, чтобы сообщить о проблеме с оплатой.",delivery,payment_refund,0.9646850824356079,,
stg1_002313,stg1_001500,"Я не получил подтверждение платежа. Мне нужна помощь, чтобы сообщить о проблеме с оплатой.","Я не получил свой заказ, мне нужна помощь, чтобы сообщить о проблемах с доставкой.",payment_refund,delivery,0.9646850824356079,,
stg1_001088,stg1_002398,"Я хотел бы найти ближайший магазин, не могли бы вы мне помочь?","Я ищу информацию о ближайших распродажах, не могли бы вы мне помочь?",general_info,promo_loyalty,0.9646605253219604,,
stg1_002398,stg1_001088,"Я ищу информацию о ближайших распродажах, не могли бы вы мне помочь?","Я хотел бы найти ближайший магазин, не могли бы вы мне помочь?",promo_loyalty,general_info,0.9646605253219604,,
stg1_001986,stg1_000255,"Я хочу представить идею продукта, мне нужна помощь","Я ищу информацию о продуктах, мне нужна помощь",other,product_info,0.9646296501159668,,
stg1_000255,stg1_001986,"Я ищу информацию о продуктах, мне нужна помощь","Я хочу представить идею продукта, мне нужна помощь",product_info,other,0.9646296501159668,,
stg1_001926,stg1_000194,"мне нужна помощь, чтобы отправить комментарий о вашем бренде","Мне нужна помощь, чтобы отправить отзыв о вашей продукции",other,product_info,0.9645997881889343,,
stg1_001284,stg1_000178,"Я указал неправильный товар, мне нужна помощь, чтобы сообщить об этом","Мне нужно сообщить об ошибке продукта, мне нужна помощь",return_exchange,product_info,0.9645130634307861,,
stg1_000050,stg1_001236,мне нужна помощь с проверкой наличия этого чертового товара,мне нужна помощь в обмене этого чертового товара,product_info,return_exchange,0.9644724130630493,,
stg1_001236,stg1_000050,мне нужна помощь в обмене этого чертового товара,мне нужна помощь с проверкой наличия этого чертового товара,return_exchange,product_info,0.9644724130630493,,
stg1_001119,stg1_001970,"мне нужна помощь, чтобы поговорить с чертовой службой поддержки клиентов","мне нужна помощь, чтобы поговорить с чертовым оператором",general_info,other,0.9644547700881958,,
stg1_001970,stg1_001119,"мне нужна помощь, чтобы поговорить с чертовым оператором","мне нужна помощь, чтобы поговорить с чертовой службой поддержки клиентов",other,general_info,0.9644547700881958,,
stg1_001090,stg1_002445,"Я хотел бы узнать больше о ваших часах покупок, дайте мне некоторую информацию","Я хотел бы узнать больше о распродажах, дайте мне некоторую информацию",general_info,promo_loyalty,0.9644458293914795,,
stg1_000544,stg1_001181,"Мне нужно отменить чертов онлайн-заказ, могу ли я получить помощь?","Я хотел бы вернуть чертовы товары онлайн, могу ли я получить помощь?",order_status,return_exchange,0.9642836451530457,,
stg1_001181,stg1_000544,"Я хотел бы вернуть чертовы товары онлайн, могу ли я получить помощь?","Мне нужно отменить чертов онлайн-заказ, могу ли я получить помощь?",return_exchange,order_status,0.9642836451530457,,
stg1_001135,stg1_000157,"мне нужно поискать чертовы магазины рядом со мной, мне нужна помощь","мне нужно подтвердить наличие чертовых товаров в магазине, поможет мне",general_info,product_info,0.964128851890564,,
stg1_000211,stg1_001342,"хочу подтвердить наличие чертовых товаров в Интернете, мне поможет","Я хотел бы вернуть чертовы товары из Интернета, мне нужна помощь",product_info,return_exchange,0.9640408158302307,,
stg1_001342,stg1_000211,"Я хотел бы вернуть чертовы товары из Интернета, мне нужна помощь","хочу подтвердить наличие чертовых товаров в Интернете, мне поможет",return_exchange,product_info,0.9640408158302307,,
stg1_000336,stg1_002062,где я могу получить информацию о чертовом статусе моей замены,как я могу получить информацию о чертовом статусе моего возмещения,order_status,payment_refund,0.9638329148292542,,
stg1_002062,stg1_000336,как я могу получить информацию о чертовом статусе моего возмещения,где я могу получить информацию о чертовом статусе моей замены,payment_refund,order_status,0.9638329148292542,,
stg1_000226,stg1_001334,"Мне нужно подтвердить наличие товара онлайн, можете ли вы мне помочь?","Мне нужно вернуть товар, купленный онлайн, в магазин. Можете ли вы мне помочь?",product_info,return_exchange,0.9638115763664246,,
stg1_001334,stg1_000226,"Мне нужно вернуть товар, купленный онлайн, в магазин. Можете ли вы мне помочь?","Мне нужно подтвердить наличие товара онлайн, можете ли вы мне помочь?",return_exchange,product_info,0.9638115763664246,,
stg1_000277,stg1_001284,"мой продукт работает неправильно, мне нужна помощь, чтобы сообщить о проблеме с продуктом","Я указал неправильный товар, мне нужна помощь, чтобы сообщить об этом",product_info,return_exchange,0.9637560844421387,,
stg1_001760,stg1_000335,"мне нужна помощь, чтобы узнать, когда прибудет моя посылка","мне нужна помощь, чтобы узнать, где моя чертова посылка",delivery,order_status,0.9637486338615417,,
stg1_000335,stg1_001760,"мне нужна помощь, чтобы узнать, где моя чертова посылка","мне нужна помощь, чтобы узнать, когда прибудет моя посылка",order_status,delivery,0.9637486338615417,,
