chunk_id,category,source_group,source_file,source_path,header_h1,header_h2_list,header_h3_list,header_path_start,header_path_end,text,token_count,faiss_row_id
stg5_v2_chunk_00021,account,rag_raw,account_login.md,ml\data\kb_stage5\raw\account_login.md,Вход в аккаунт и восстановление доступа,"[""FAQ"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ""]","[""Как поменять email?"", ""Как поменять телефон?"", ""Можно ли войти без пароля?"", ""Мой аккаунт заблокирован, что делать?"", ""Как удалить аккаунт?""]",Вход в аккаунт и восстановление доступа > FAQ > Как поменять email?,Вход в аккаунт и восстановление доступа > FAQ > Как удалить аккаунт?,"# Вход в аккаунт и восстановление доступа ## Covered sections - FAQ ## Covered subsections - Как поменять email? - Как поменять телефон? - Можно ли войти без пароля? - Мой аккаунт заблокирован, что делать? - Как удалить аккаунт? В личном кабинете перейдите в «Настройки профиля» и нажмите «Изменить email». Потребуется подтверждение через старый и новый email. В личном кабинете перейдите в «Настройки профиля» и нажмите «Изменить телефон». Новый номер потребуется подтвердить SMS-кодом. Нет, для входа всегда требуется пароль. Если вы забыли пароль, воспользуйтесь функцией восстановления. Если аккаунт заблокирован после нескольких неудачных попыток входа, подождите 30 минут. Если блокировка не снимается, обратитесь в поддержку. Для удаления аккаунта обратитесь в службу поддержки. Удаление выполняется в течение 5 рабочих дней. После удаления восстановление аккаунта невозможно.",224,20
stg5_v2_chunk_00022,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Краткий ответ"", ""Оплата не проходит — что делать?"", ""Оплата не проходит — что делать?"", ""Оплата не проходит — что делать?"", ""Оплата не проходит — что делать?""]","[""1. Проверьте данные карты"", ""2. Проверьте баланс карты"", ""3. Проверьте настройки онлайн-платежей""]",Проблемы с оплатой > Краткий ответ,Проблемы с оплатой > Оплата не проходит — что делать? > 3. Проверьте настройки онлайн-платежей,"# Проблемы с оплатой ## Covered sections - Краткий ответ - Оплата не проходит — что делать? ## Covered subsections - 1. Проверьте данные карты - 2. Проверьте баланс карты - 3. Проверьте настройки онлайн-платежей Если оплата не проходит, проверьте данные карты, баланс и настройки онлайн-платежей в банке. Если деньги списались, но заказ не создался, не паникуйте — деньги вернутся автоматически в течение 3–5 дней, либо заказ будет создан вручную после обращения в поддержку. При любых проблемах с оплатой вы можете связаться с нами через чат, email или телефон. --- Если при попытке оплатить заказ возникает ошибка, последовательно проверьте следующее: - Убедитесь, что номер карты введён без ошибок - Проверьте срок действия карты — возможно, карта истекла - Проверьте CVV/CVC-код на обратной стороне карты - Убедитесь, что имя владельца карты введено латиницей (если требуется) - Убедитесь, что на карте достаточно средств для оплаты заказа - Учитывайте, что банк может удерживать небольшую сумму для проверки карты - Некоторые банки по умолчанию отключают онлайн-платежи - Проверьте в мобильном приложении банка, включены ли интернет-платежи - Проверьте лимит на онлайн-операции — возможно, он ниже суммы заказа",305,21
stg5_v2_chunk_00023,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Оплата не проходит — что делать?"", ""Оплата не проходит — что делать?"", ""Оплата не проходит — что делать?"", ""Оплата не проходит — что делать?"", ""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался""]","[""3. Проверьте настройки онлайн-платежей"", ""4. Проверьте 3D Secure"", ""5. Попробуйте другой способ оплаты"", ""6. Попробуйте позже"", ""Почему так происходит""]",Проблемы с оплатой > Оплата не проходит — что делать? > 3. Проверьте настройки онлайн-платежей,"Проблемы с оплатой > Деньги списались, но заказ не создался > Почему так происходит","# Проблемы с оплатой ## Covered sections - Оплата не проходит — что делать? - Деньги списались, но заказ не создался ## Covered subsections - 3. Проверьте настройки онлайн-платежей - 4. Проверьте 3D Secure - 5. Попробуйте другой способ оплаты - 6. Попробуйте позже - Почему так происходит - Некоторые банки по умолчанию отключают онлайн-платежи - Проверьте в мобильном приложении банка, включены ли интернет-платежи - Проверьте лимит на онлайн-операции — возможно, он ниже суммы заказа - При оплате банк может запросить подтверждение через SMS-код - Убедитесь, что номер телефона, привязанный к карте, актуален - Если SMS-код не приходит, обратитесь в свой банк Если карта не работает, попробуйте: - другую банковскую карту - СБП (Система быстрых платежей) - Apple Pay или Google Pay - оплату при получении (наложенный платёж) Иногда проблема вызвана временной недоступностью платёжной системы. Подождите 15–30 минут и попробуйте снова. --- Это одна из самых частых и тревожных ситуаций. Вот что нужно знать: - Произошёл сбой связи между банком и нашей системой - Платёж прошёл в банке, но подтверждение не дошло до нашего сервера - Это техническая ошибка, а не мошенничество",306,22
stg5_v2_chunk_00024,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался""]","[""Почему так происходит"", ""Что будет с деньгами"", ""Что нужно сделать"", ""Что сообщить в поддержку"", ""Что мы сделаем""]","Проблемы с оплатой > Деньги списались, но заказ не создался","Проблемы с оплатой > Деньги списались, но заказ не создался > Что мы сделаем","# Проблемы с оплатой ## Covered sections - Деньги списались, но заказ не создался ## Covered subsections - Почему так происходит - Что будет с деньгами - Что нужно сделать - Что сообщить в поддержку - Что мы сделаем Это одна из самых частых и тревожных ситуаций. Вот что нужно знать: - Произошёл сбой связи между банком и нашей системой - Платёж прошёл в банке, но подтверждение не дошло до нашего сервера - Это техническая ошибка, а не мошенничество - В большинстве случаев деньги возвращаются **автоматически** в течение **3–5 рабочих дней** - Иногда банк отменяет холдирование в течение нескольких часов - Деньги вернутся на ту же карту, с которой была попытка оплаты 1. **Не пытайтесь оплатить заказ повторно** сразу — это может привести к двойному списанию 2. Подождите 15–30 минут и проверьте, не появился ли заказ в личном кабинете 3. Если заказ не появился, обратитесь в поддержку - Номер заказа (если он был показан на экране) - Email, указанный при оформлении - Сумму списания - Последние 4 цифры карты - Скриншот SMS от банка о списании (если есть) - Проверим статус платежа в нашей системе - Либо создадим заказ вручную - Либо подтвердим, что деньги будут возвращены автоматически ---",306,23
stg5_v2_chunk_00025,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Деньги списались, но заказ не создался"", ""Деньги списались, но заказ не создался"", ""Оплата зависла — экран не отвечает"", ""Оплата зависла — экран не отвечает"", ""Оплата зависла — экран не отвечает"", ""Оплата зависла — экран не отвечает"", ""Оплата зависла — экран не отвечает""]","[""Что сообщить в поддержку"", ""Что мы сделаем"", ""Что делать"", ""Если деньги списались и заказ появился"", ""Если деньги списались, но заказа нет"", ""Если деньги не списались""]","Проблемы с оплатой > Деньги списались, но заказ не создался > Что сообщить в поддержку",Проблемы с оплатой > Оплата зависла — экран не отвечает > Если деньги не списались,"# Проблемы с оплатой ## Covered sections - Деньги списались, но заказ не создался - Оплата зависла — экран не отвечает ## Covered subsections - Что сообщить в поддержку - Что мы сделаем - Что делать - Если деньги списались и заказ появился - Если деньги списались, но заказа нет - Если деньги не списались - Номер заказа (если он был показан на экране) - Email, указанный при оформлении - Сумму списания - Последние 4 цифры карты - Скриншот SMS от банка о списании (если есть) - Проверим статус платежа в нашей системе - Либо создадим заказ вручную - Либо подтвердим, что деньги будут возвращены автоматически --- Если при оплате экран завис или долго не обновляется: 1. **Не закрывайте страницу** сразу — возможно, идёт обработка 2. Подождите **2–3 минуты** 3. Если страница не обновилась, проверьте: - SMS от банка о списании — было ли списание? - Раздел «Мои заказы» — появился ли заказ? Всё в порядке, оплата прошла. Страница зависла из-за сетевого сбоя. Обратитесь в поддержку (см. раздел выше «Деньги списались, но заказ не создался»). Попробуйте оформить заказ и оплатить его заново. ---",295,24
stg5_v2_chunk_00026,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Оплата зависла — экран не отвечает"", ""Оплата зависла — экран не отвечает"", ""Оплата зависла — экран не отвечает"", ""Ошибка банка при оплате"", ""Ошибка банка при оплате"", ""Ошибка банка при оплате""]","[""Если деньги списались и заказ появился"", ""Если деньги списались, но заказа нет"", ""Если деньги не списались"", ""Возможные причины"", ""Что делать""]",Проблемы с оплатой > Оплата зависла — экран не отвечает > Если деньги списались и заказ появился,Проблемы с оплатой > Ошибка банка при оплате > Что делать,"# Проблемы с оплатой ## Covered sections - Оплата зависла — экран не отвечает - Ошибка банка при оплате ## Covered subsections - Если деньги списались и заказ появился - Если деньги списались, но заказа нет - Если деньги не списались - Возможные причины - Что делать Всё в порядке, оплата прошла. Страница зависла из-за сетевого сбоя. Обратитесь в поддержку (см. раздел выше «Деньги списались, но заказ не создался»). Попробуйте оформить заказ и оплатить его заново. --- Если сайт показывает сообщение «Ошибка банка» или «Платёж отклонён банком»: - Банк отклонил транзакцию по внутренним правилам безопасности - Включён запрет на онлайн-платежи - Превышен суточный или месячный лимит - Карта заблокирована или истекла - Подозрение на мошенничество со стороны банка 1. Позвоните в свой банк и уточните причину отклонения 2. Попросите банк разблокировать транзакцию для нашего магазина 3. Попробуйте оплатить другой картой или другим способом 4. Если проблема повторяется с разными картами, обратитесь в нашу поддержку ---",263,25
stg5_v2_chunk_00027,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Ошибка банка при оплате"", ""Когда вернутся деньги за неудачную оплату?"", ""Когда вернутся деньги за неудачную оплату?"", ""Когда вернутся деньги за неудачную оплату?""]","[""Что делать"", ""Стандартные сроки"", ""От чего зависит скорость"", ""Если прошло более 10 рабочих дней""]",Проблемы с оплатой > Ошибка банка при оплате > Что делать,Проблемы с оплатой > Когда вернутся деньги за неудачную оплату? > Если прошло более 10 рабочих дней,"# Проблемы с оплатой ## Covered sections - Ошибка банка при оплате - Когда вернутся деньги за неудачную оплату? ## Covered subsections - Что делать - Стандартные сроки - От чего зависит скорость - Если прошло более 10 рабочих дней 1. Позвоните в свой банк и уточните причину отклонения 2. Попросите банк разблокировать транзакцию для нашего магазина 3. Попробуйте оплатить другой картой или другим способом 4. Если проблема повторяется с разными картами, обратитесь в нашу поддержку --- - Автоматический возврат холдирования: **от нескольких часов до 3 дней** - Принудительный возврат через нашу систему: **до 5 рабочих дней** - Возврат через банк: **до 10 рабочих дней** - От вашего банка (разные банки обрабатывают возвраты с разной скоростью) - От типа операции (холд vs полное списание) - От платёжной системы (Visa, MasterCard, МИР) Обратитесь в поддержку с подтверждением списания (выписка из банка или скриншот SMS). Мы проверим статус возврата и при необходимости инициируем повторный возврат. ---",243,26
stg5_v2_chunk_00028,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Когда вернутся деньги за неудачную оплату?"", ""Когда вернутся деньги за неудачную оплату?"", ""Как проверить статус оплаты?"", ""Как проверить статус оплаты?"", ""Двойное списание — что делать?""]","[""От чего зависит скорость"", ""Если прошло более 10 рабочих дней"", ""В личном кабинете"", ""Через банк""]",Проблемы с оплатой > Когда вернутся деньги за неудачную оплату? > От чего зависит скорость,Проблемы с оплатой > Двойное списание — что делать?,"# Проблемы с оплатой ## Covered sections - Когда вернутся деньги за неудачную оплату? - Как проверить статус оплаты? - Двойное списание — что делать? ## Covered subsections - От чего зависит скорость - Если прошло более 10 рабочих дней - В личном кабинете - Через банк - От вашего банка (разные банки обрабатывают возвраты с разной скоростью) - От типа операции (холд vs полное списание) - От платёжной системы (Visa, MasterCard, МИР) Обратитесь в поддержку с подтверждением списания (выписка из банка или скриншот SMS). Мы проверим статус возврата и при необходимости инициируем повторный возврат. --- 1. Перейдите в раздел «Мои заказы» 2. Откройте карточку заказа 3. Статус оплаты отображается рядом со статусом заказа: - **Оплачен** — оплата прошла успешно - **Ожидает оплаты** — заказ создан, но оплата ещё не получена - **Ошибка оплаты** — платёж не прошёл, требуется повторная попытка - **Возврат** — инициирован возврат денежных средств - Проверьте историю операций в мобильном приложении банка - Если видите операцию со статусом «Холдирование», деньги ещё не списаны окончательно и могут быть возвращены автоматически --- Если деньги списались дважды за один заказ:",297,27
stg5_v2_chunk_00029,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Как проверить статус оплаты?"", ""Двойное списание — что делать?"", ""Двойное списание — что делать?"", ""Двойное списание — что делать?"", ""Двойное списание — что делать?"", ""Безопасно ли оплачивать на сайте?""]","[""Через банк"", ""Почему так бывает"", ""Что делать"", ""Сроки возврата второго списания""]",Проблемы с оплатой > Как проверить статус оплаты? > Через банк,Проблемы с оплатой > Безопасно ли оплачивать на сайте?,"# Проблемы с оплатой ## Covered sections - Как проверить статус оплаты? - Двойное списание — что делать? - Безопасно ли оплачивать на сайте? ## Covered subsections - Через банк - Почему так бывает - Что делать - Сроки возврата второго списания - Проверьте историю операций в мобильном приложении банка - Если видите операцию со статусом «Холдирование», деньги ещё не списаны окончательно и могут быть возвращены автоматически --- Если деньги списались дважды за один заказ: - Вы случайно нажали кнопку «Оплатить» дважды - Произошёл технический сбой, и повторный запрос обработался как новый платёж - Банк провёл два холдирования 1. **Не паникуйте** — в большинстве случаев одно из списаний отменяется автоматически 2. Проверьте, не создалось ли два заказа в личном кабинете 3. Если создался только один заказ, второе списание вернётся автоматически 4. Если создалось два заказа, отмените лишний через личный кабинет или поддержку 5. Обратитесь в поддержку с информацией о двойном списании - Обычно: 3–5 рабочих дней - Максимум: до 10 рабочих дней --- Да, оплата на нашем сайте безопасна.",269,28
stg5_v2_chunk_00030,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Двойное списание — что делать?"", ""Двойное списание — что делать?"", ""Безопасно ли оплачивать на сайте?"", ""Безопасно ли оплачивать на сайте?"", ""FAQ""]","[""Что делать"", ""Сроки возврата второго списания"", ""Как мы защищаем ваши данные"", ""Оплата не проходит, что делать?""]",Проблемы с оплатой > Двойное списание — что делать? > Что делать,"Проблемы с оплатой > FAQ > Оплата не проходит, что делать?","# Проблемы с оплатой ## Covered sections - Двойное списание — что делать? - Безопасно ли оплачивать на сайте? - FAQ ## Covered subsections - Что делать - Сроки возврата второго списания - Как мы защищаем ваши данные - Оплата не проходит, что делать? 1. **Не паникуйте** — в большинстве случаев одно из списаний отменяется автоматически 2. Проверьте, не создалось ли два заказа в личном кабинете 3. Если создался только один заказ, второе списание вернётся автоматически 4. Если создалось два заказа, отмените лишний через личный кабинет или поддержку 5. Обратитесь в поддержку с информацией о двойном списании - Обычно: 3–5 рабочих дней - Максимум: до 10 рабочих дней --- Да, оплата на нашем сайте безопасна. - Все платежи проходят через защищённое SSL-соединение - Данные вашей карты **не сохраняются** на наших серверах - Мы используем сертифицированную платёжную систему, соответствующую стандарту **PCI DSS** - Все операции подтверждаются через 3D Secure (SMS-код от банка) --- Проверьте данные карты, баланс и настройки онлайн-платежей в банке. Попробуйте другую карту или другой способ оплаты. Если ничего не помогает, обратитесь в поддержку.",286,29
stg5_v2_chunk_00031,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""Безопасно ли оплачивать на сайте?"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ""]","[""Как мы защищаем ваши данные"", ""Оплата не проходит, что делать?"", ""Деньги списались, а заказ не создался"", ""Когда вернут деньги за неудачную оплату?"", ""Почему банк отклоняет оплату?""]",Проблемы с оплатой > Безопасно ли оплачивать на сайте? > Как мы защищаем ваши данные,Проблемы с оплатой > FAQ > Почему банк отклоняет оплату?,"# Проблемы с оплатой ## Covered sections - Безопасно ли оплачивать на сайте? - FAQ ## Covered subsections - Как мы защищаем ваши данные - Оплата не проходит, что делать? - Деньги списались, а заказ не создался - Когда вернут деньги за неудачную оплату? - Почему банк отклоняет оплату? - Все платежи проходят через защищённое SSL-соединение - Данные вашей карты **не сохраняются** на наших серверах - Мы используем сертифицированную платёжную систему, соответствующую стандарту **PCI DSS** - Все операции подтверждаются через 3D Secure (SMS-код от банка) --- Проверьте данные карты, баланс и настройки онлайн-платежей в банке. Попробуйте другую карту или другой способ оплаты. Если ничего не помогает, обратитесь в поддержку. Не пытайтесь оплатить повторно. Подождите 15–30 минут. Если заказ не появился, обратитесь в поддержку. Деньги вернутся автоматически в течение 3–5 дней, либо заказ будет создан вручную. Обычно возврат происходит автоматически в течение 3–5 рабочих дней. Максимальный срок — до 10 рабочих дней. Банк может отклонить платёж из-за отключённых онлайн-платежей, превышения лимита, блокировки карты или подозрения на мошенничество. Позвоните в свой банк для уточнения.",303,30
stg5_v2_chunk_00032,payment,rag_raw,payment_failures.md,ml\data\kb_stage5\raw\payment_failures.md,Проблемы с оплатой,"[""FAQ"", ""FAQ"", ""FAQ"", ""FAQ"", ""FAQ""]","[""Почему банк отклоняет оплату?"", ""Оплата зависла, что делать?"", ""Можно ли оплатить заказ другим способом, если карта не работает?"", ""Списали деньги дважды, что делать?"", ""Как убедиться, что сайт безопасен для оплаты?""]",Проблемы с оплатой > FAQ > Почему банк отклоняет оплату?,"Проблемы с оплатой > FAQ > Как убедиться, что сайт безопасен для оплаты?","# Проблемы с оплатой ## Covered sections - FAQ ## Covered subsections - Почему банк отклоняет оплату? - Оплата зависла, что делать? - Можно ли оплатить заказ другим способом, если карта не работает? - Списали деньги дважды, что делать? - Как убедиться, что сайт безопасен для оплаты? Банк может отклонить платёж из-за отключённых онлайн-платежей, превышения лимита, блокировки карты или подозрения на мошенничество. Позвоните в свой банк для уточнения. Не закрывайте страницу, подождите 2–3 минуты. Затем проверьте SMS от банка и раздел «Мои заказы». Если деньги списались, а заказа нет — обратитесь в поддержку. Да, вы можете использовать СБП, Apple Pay, Google Pay или оплату при получении (наложенный платёж). Проверьте, не создалось ли два заказа. Если заказ один, второе списание вернётся автоматически в течение 3–5 дней. Обратитесь в поддержку, если возврат не произошёл. Наш сайт использует SSL-шифрование, сертифицирован по PCI DSS, не хранит данные карт и поддерживает 3D Secure.",265,31
stg5_v2_chunk_00033,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,"[""Краткий ответ"", ""Где найти трек-номер?"", ""Где найти трек-номер?"", ""Где найти трек-номер?"", ""Где найти трек-номер?""]","[""В личном кабинете"", ""В уведомлениях"", ""Когда появляется трек-номер""]",Отслеживание доставки и решение проблем с доставкой > Краткий ответ,Отслеживание доставки и решение проблем с доставкой > Где найти трек-номер? > Когда появляется трек-номер,"# Отслеживание доставки и решение проблем с доставкой ## Covered sections - Краткий ответ - Где найти трек-номер? ## Covered subsections - В личном кабинете - В уведомлениях - Когда появляется трек-номер После отправки заказа вы получите трек-номер по SMS, email и в личном кабинете. Отследить посылку можно на сайте транспортной компании или в разделе «Мои заказы». Если посылка не движется, курьер не приехал или возникли другие проблемы с доставкой, обратитесь в службу поддержки с номером заказа и трек-номером. --- Трек-номер доступен в нескольких местах: 1. Войдите в личный кабинет 2. Перейдите в раздел «Мои заказы» 3. Откройте карточку нужного заказа 4. Трек-номер отображается в блоке «Доставка» После отправки заказа трек-номер приходит: - в SMS на номер телефона из профиля - в email-уведомлении - в push-уведомлении мобильного приложения - Обычно в течение 24 часов после смены статуса на «Передан в доставку» - В редких случаях — до 48 часов - Если через 48 часов трек-номер не появился, обратитесь в поддержку ---",282,32
stg5_v2_chunk_00034,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,"[""Где найти трек-номер?"", ""Где найти трек-номер?"", ""Как отследить доставку?"", ""Как отследить доставку?"", ""Как отследить доставку?""]","[""В уведомлениях"", ""Когда появляется трек-номер"", ""На сайте транспортной компании"", ""В личном кабинете"", ""В мобильном приложении""]",Отслеживание доставки и решение проблем с доставкой > Где найти трек-номер? > В уведомлениях,Отслеживание доставки и решение проблем с доставкой > Как отследить доставку? > В мобильном приложении,"# Отслеживание доставки и решение проблем с доставкой ## Covered sections - Где найти трек-номер? - Как отследить доставку? ## Covered subsections - В уведомлениях - Когда появляется трек-номер - На сайте транспортной компании - В личном кабинете - В мобильном приложении После отправки заказа трек-номер приходит: - в SMS на номер телефона из профиля - в email-уведомлении - в push-уведомлении мобильного приложения - Обычно в течение 24 часов после смены статуса на «Передан в доставку» - В редких случаях — до 48 часов - Если через 48 часов трек-номер не появился, обратитесь в поддержку --- 1. Скопируйте трек-номер из личного кабинета 2. Перейдите на сайт транспортной компании: - СДЭК: cdek.ru/tracking - Почта России: pochta.ru/tracking 3. Введите трек-номер в поле отслеживания 4. Система покажет текущее местоположение и историю перемещения посылки В карточке заказа доступна краткая информация о статусе доставки. Для подробной истории перемещений рекомендуем сайт транспортной компании. Откройте карточку заказа в приложении — там отображается текущий статус доставки и ссылка на отслеживание. ---",294,33
stg5_v2_chunk_00035,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,"[""Как отследить доставку?"", ""Как отследить доставку?"", ""Посылка не движется — почему?"", ""Посылка не движется — почему?""]","[""В личном кабинете"", ""В мобильном приложении"", ""Возможные причины""]",Отслеживание доставки и решение проблем с доставкой > Как отследить доставку? > В личном кабинете,Отслеживание доставки и решение проблем с доставкой > Посылка не движется — почему? > Возможные причины,"# Отслеживание доставки и решение проблем с доставкой ## Covered sections - Как отследить доставку? - Посылка не движется — почему? ## Covered subsections - В личном кабинете - В мобильном приложении - Возможные причины В карточке заказа доступна краткая информация о статусе доставки. Для подробной истории перемещений рекомендуем сайт транспортной компании. Откройте карточку заказа в приложении — там отображается текущий статус доставки и ссылка на отслеживание. --- Если трек-номер показывает, что посылка не перемещается уже несколько дней: - **Логистическая задержка**: перегрузка сортировочного центра, особенно в период распродаж и праздников - **Погодные условия**: плохая погода может задержать доставку в отдалённые регионы - **Ожидание консолидации**: транспортная компания может ждать набора партии для отправки в ваш регион - **Задержка обновления трекинга**: иногда данные отслеживания обновляются с опозданием на 1–3 дня - **Таможенное оформление**: для международных доставок (Беларусь, Казахстан) возможна задержка на таможне",272,34
stg5_v2_chunk_00036,delivery,rag_raw,delivery_tracking.md,ml\data\kb_stage5\raw\delivery_tracking.md,Отслеживание доставки и решение проблем с доставкой,"[""Посылка не движется — почему?"", ""Посылка не движется — почему?"", ""Посылка не движется — почему?"", ""Можно ли изменить адрес доставки?""]","[""Возможные причины"", ""Что делать"", ""Что мы сделаем"", ""До отправки заказа""]",Отслеживание доставки и решение проблем с доставкой > Посылка не движется — почему? > Возможные причины,Отслеживание доставки и решение проблем с доставкой > Можно ли изменить адрес доставки? > До отправки заказа,"# Отслеживание доставки и решение проблем с доставкой ## Covered sections - Посылка не движется — почему? - Можно ли изменить адрес доставки? ## Covered subsections - Возможные причины - Что делать - Что мы сделаем - До отправки заказа - **Логистическая задержка**: перегрузка сортировочного центра, особенно в период распродаж и праздников - **Погодные условия**: плохая погода может задержать доставку в отдалённые регионы - **Ожидание консолидации**: транспортная компания может ждать набора партии для отправки в ваш регион - **Задержка обновления трекинга**: иногда данные отслеживания обновляются с опозданием на 1–3 дня - **Таможенное оформление**: для международных доставок (Беларусь, Казахстан) возможна задержка на таможне 1. Подождите 3–5 дней — часто статус обновляется с задержкой 2. Проверьте трекинг на сайте транспортной компании (не только в нашей системе) 3. Если посылка не движется более 7 дней, обратитесь в поддержку - Свяжемся с транспортной компанией - Уточним местонахождение посылки - Сообщим вам результат в течение 1–2 рабочих дней --- Да, адрес можно изменить: - через личный кабинет в разделе «Мои заказы» - через службу поддержки",304,35
