text,category
"Некоторые предметы чертовски повреждены, как мне сообщить о них?",return_exchange
"Товары, которые я заказал, неверны. не могли бы вы помочь мне сообщить о них?",return_exchange
"Я бы хотел воспользоваться твоим чертовым приложением, где я могу это сделать?",technical_issue
Мне нужна помощь в определении даты доставки моей покупки,delivery
"Мне нужен аккаунт, где его создать",account
Изменение данных на платиновом аккаунте,account
"Мои личные данные неверны, мне нужна помощь в их изменении",account
Как обменять купленные мной товары?,return_exchange
"Мне нужна поддержка, чтобы обновить адрес доставки",delivery
Мне нужно просмотреть историю покупок. как я могу это сделать?,account
"Мне нужна информация об этих чертовых зимних распродажах, где ее можно найти?",promo_loyalty
Я бы не хотел требовать возврата денег. не могли бы вы мне помочь?,return_exchange
[валюта: доллары сша] к евро,payment_refund
"Нужно отправить этот товар обратно, где я могу это сделать",return_exchange
Где я могу вернуть заказ онлайн,return_exchange
Стоимостная цена gss energy ( &lt; &lt; энергетика &gt; &gt; ),product_info
Я хотел бы оплатить дебетовой картой,payment_refund
Не могу уведомить об ошибках при регистрации,account
Я пытаюсь найти информацию о чертовых распродажах,promo_loyalty
Я пытаюсь поговорить с кем-то,other
"Мне нужна помощь, чтобы узнать, есть ли какие-либо новости о моем возмещении",payment_refund
"Товар в моей посылке неправильный, сообщите об этом",return_exchange
"Маневры, связанные с дорожной скоростью",delivery
"Поезд в 5 вечера в среду до роквилла, вы вовремя?",delivery
"Я ищу информацию о чертовых распродажах, где я могу ее найти?",promo_loyalty
"Мне бы хотелось получить информацию о следующих распродажах, как мне ее найти?",promo_loyalty
"Я ищу информацию о распродажах, мне нужна помощь",promo_loyalty
"Я хочу купить 1r0yljzh, вы можете мне помочь?",order_status
Проблемы с вводом нового адреса доставки,delivery
"Я не получил все, что купил, помогите мне сообщить о пропаже товара",delivery
"Мне нужна информация о чертовом статусе моей замены, где я могу ее найти?",order_status
Сколько стоит фунт в долл. сша?,payment_refund
"Мне нужно воспользоваться вашим мобильным приложением, где я могу это сделать?",technical_issue
Можно ли оставить отзыв о вашей компании?,product_info
Помогите мне оставить отзыв о ваших услугах,product_info
Мне нужно использовать твое приложение,technical_issue
"Я не могу заставить приложение работать на своем компьютере, мне нужно сообщить об ошибке",technical_issue
Я хотел бы узнать больше о ваших часах работы. вы найдете какую-нибудь информацию?,general_info
"Я ищу информацию о чертовых распродажах, может мне поможет",promo_loyalty
Как пользоваться твоим мобильным приложением,technical_issue
"Я хочу отменить онлайн-заказ, вы можете мне помочь?",order_status
"Мне нужна информация о стоимости доставки, как я могу ее получить?",delivery
"Приложение не работает на моем устройстве, как мне повторить проблему?",technical_issue
"Помощь, чтобы увидеть расчетное время покупки 01liox55",order_status
"Мне нужно отменить заказ, как я могу это сделать?",order_status
"Я хотел бы заплатить чертовой картой, мне нужна помощь",payment_refund
"Мне бы хотелось найти магазины поблизости, мне нужна помощь",general_info
"Мобильное приложение не работает на моем компьютере, можете ли вы помочь мне сообщить о проблеме?",technical_issue
Нужна помощь в просмотре комиссии за снятие средств,order_status
"Я не знаю, что делать, чтобы перейти на платиновый аккаунт",account
Можете ли вы помочь мне увидеть принятые вами способы оплаты?,payment_refund
Какова цена для марвела?,product_info
"Мне нужно обновить свои личные данные, помогите мне.",account
"Не мог бы ты помочь мне обменять некоторые вещи, которые я купил?",return_exchange
Какова цена googl сегодня,product_info
Можете ли вы помочь мне восстановить pin-код моей учетной записи?,account
"Я хотел бы найти магазины в моем районе, как это сделать?",general_info
Не могли бы вы помочь мне проверить наличие этого чертового товара онлайн?,product_info
Мне нужно обменять товар,return_exchange
"Помощь, чтобы узнать, в каких ситуациях я могу запросить возврат средств",payment_refund
"Мне нужна помощь, разговариваю с кем-то",other
"Мне нужна информация о времени доставки, как я могу ее найти?",delivery
Нужно обменять товар в магазине как это сделать,return_exchange
"Где посмотреть, в какие часы я могу связаться со службой поддержки?",general_info
"Мне нужно поговорить со службой поддержки, могу ли я получить помощь",general_info
Мне хотелось бы узнать о твоих чертовых часах работы. как мне найти дополнительную информацию?,general_info
Мне нужна помощь в разговоре с чертовой службой поддержки клиентов.,general_info
Я хочу знать о часах работы твоего чертового магазина. ты дашь мне некоторую информацию?,general_info
"Мне нужно обновить свою чертову учетную запись, как это сделать?",account
Дайте мне информацию о чертовых распродажах,promo_loyalty
"Мне не нужна моя учетная запись, я бы хотел ее удалить",account
"Приложение не работает на моем компьютере, мне нужно сообщить о проблеме",technical_issue
"Я не знаю, как сообщить о проблеме с регистрацией",account
"Я купил товар, но выбрал не ту модель, хочу изменить заказ.",order_status
"Я купил товар, но выбрал неправильный размер. я хочу обновить свой онлайн-заказ.",order_status
"Я не знаю, что мне нужно сделать, чтобы купить товар",order_status
"Помогите мне узнать, в какие часы я могу связаться со службой поддержки клиентов",general_info
Мне нужно найти заказ bqqfysqj,order_status
Открытие нового аккаунта titanium,account
"Мне не нужна моя учетная запись, можно отменить ее",account
"Мне не хватает некоторых продуктов, которые я купил, мне нужна помощь, чтобы сообщить о них",delivery
Показать стоимость акций гуга,product_info
"Сайт не работает на моем устройстве, мне нужна помощь, чтобы сообщить о чертовой проблеме",technical_issue
"Я ищу информацию о зимних распродажах, как я могу ее получить?",promo_loyalty
"Я тебя не понимаю, помоги мне поговорить с кем-нибудь",other
"Мне нужно вернуть чертову вещь онлайн, ты можешь мне помочь?",return_exchange
"Я хочу узнать дату доставки, вы дадите мне некоторую информацию?",delivery
"Хочу открыть аккаунт, как это сделать",account
"Мне нужен счет, я хочу его найти.",payment_refund
"Хочу узнать о вашей политике возмещения расходов, как мне получить дополнительную информацию",payment_refund
"Мне нужно вернуть деньги, как мне это сделать?",return_exchange
"Мне нужно вернуть товар, который я купил в магазине, где я могу это сделать",return_exchange
"Я хотел бы сообщить о проблеме с купленным мной продуктом, мне нужна помощь",product_info
"Мне нужно удалить товары из корзины, могу ли я получить помощь?",product_info
"См. статус покупки lywi6xyr, черт возьми",order_status
"Я ищу информацию о весенних распродажах, где я могу ее получить?",promo_loyalty
"Я хотел бы найти магазины поблизости, мне нужна помощь",general_info
Можете ли вы помочь мне отписаться от новостной рассылки?,account
"Я хотел бы узнать больше о чертовой распродаже, найти некоторую информацию",promo_loyalty
Каковы цены на акции,product_info
"Я не знаю, как мне сбросить ключ доступа",account
Я хотел бы сообщить о проблеме с приобретенным мной продуктом. могу ли я получить помощь?,product_info
"Мне пришлось расплатиться чертовой дебетовой картой, где я мог это сделать?",payment_refund
Дайте мне информацию об открытии счета в titanium,account
Мне нужна помощь в обмене купленных мной товаров,return_exchange
"Нужно отправить предложение по улучшению продукта, как я могу это сделать",other
Я хотел бы узнать о вашей чертовой политике возврата денег. можете ли вы найти какую-нибудь информацию?,payment_refund
"Ищу информацию о распродаже, где ее можно получить",promo_loyalty
Где я могу увидеть предварительную плату за выход,order_status
Есть какие-нибудь новые письма от...?,general_info
"Что мне нужно сделать, чтобы использовать учетную запись platinum",account
"Мне нужна информация о весенних распродажах, где я могу ее получить?",promo_loyalty
"Я купил товар, но выбрал неправильный размер, как изменить мой онлайн-заказ?",order_status
"Мне нужна помощь, чтобы добавить товар в корзину.",product_info
Мне нужна помощь в общении с кем-то,other
Есть какие-нибудь новые письма?,general_info
"Я забыл ключ своего профиля, помогите мне его восстановить.",account
Как я могу найти информацию о товаре в магазине,return_exchange
"Хочу изменить свои личные данные, мне нужна помощь",account
"Мне нужно оставить отзыв о продукте, где это сделать?",other
"Кто-то взломал мой профиль, мне нужна помощь, чтобы восстановить пароль",account
Подача иска против вашего бизнеса,other
"Я не могу заставить сайт работать на своем компьютере, как я могу сообщить об ошибке",technical_issue
"Я хотел бы подтвердить наличие продуктов онлайн, мне нужна помощь",product_info
"Что мне нужно сделать, чтобы отменить покупку paolfjt6?",order_status
Мне нужно сообщить о проблемах с доставкой моего груза. где я могу это сделать?,delivery
Мне нужна помощь в проверке платы за досрочное прекращение,order_status
"Сайт не работает на моем mac, мне нужно сообщить об ошибке",technical_issue
Я не могу заставить приложение работать на моем компьютере сообщить о чертовой проблеме,technical_issue
"Мне нужно вытащить вещи из тележки, где это сделать",product_info
"Продукт, который я получил, был раздавлен, мог бы сообщить об этом",return_exchange
Могу ли я проверить наличие чертовых товаров онлайн?,product_info
"Я хотел бы сообщить о проблеме с приложением, помогите мне.",technical_issue
"Мне нужно оставить отзыв, где это сделать?",other
Я хотел бы узнать больше о чертовых распродажах.,promo_loyalty
"Мне придется удалить свой аккаунт, где я это делаю",account
"Мне нужно проверить, в каких случаях я могу запросить возврат средств",payment_refund
"Приложение не работает на моем мобильном телефоне, можете ли вы помочь мне сообщить об ошибке?",technical_issue
"Где я могу посмотреть, какие способы доставки доступны?",delivery
"Я хотел бы отследить свой возврат, надеюсь, смогу ли я это сделать?",payment_refund
Помогите удалить некоторые товары из покупки ezgn9lrn,order_status
"Моя посылка была отправлена ​​не на тот адрес, мне нужна помощь, чтобы сообщить о проблемах с доставкой",delivery
"Что мне нужно сделать, чтобы восстановить ключ доступа к моему профилю пользователя",account
Где я мог бы получить информацию о чертовых распродажах?,promo_loyalty
Я хочу предъявить претензию клиенту,other
Мне нужна помощь в проверке штрафа за увольнение,order_status
"Есть адрес, где можно оставить отзыв?",product_info
"Я совершил покупку, но не получил счет, как мне его скачать",payment_refund
"Мне нужно проверить наличие товара, как это сделать?",product_info
"Мне нужно поискать ближайший магазин, как мне это сделать",general_info
"Моя доставка была задержана, мне нужна помощь, чтобы сообщить о проблемах с доставкой",delivery
"Я хотел бы предложить идеи по улучшению продукта, где мне это сделать?",other
Где мне ввести свой дополнительный адрес доставки?,delivery
"Мне нужно найти магазины в моем районе, вы можете мне помочь?",general_info
"Я не знаю, как мне исправить адрес доставки",delivery
"Я не знаю, что мне нужно сделать, чтобы заказать некоторые статьи.",order_status
"Мне нужно подать чертову жалобу на твою компанию, как это сделать",other
"Мой аккаунт украли, я бы хотел восстановить свой пароль",account
"Я купил товар, но он мне не нужен, как мне отменить этот заказ",order_status
"Мне бы хотелось увидеть статус моего возмещения, где это сделать",payment_refund
"Помогите мне понять, при каких обстоятельствах я могу запросить возврат средств",payment_refund
Возникли проблемы с отменой покупки doy97f3p,order_status
Каков обменный курс на английский фунт и наши доллары?,payment_refund
"Мне нужно добавить товары в корзину, могу ли я получить помощь?",product_info
"Мне нужна информация о статусе моего обмена, как я могу ее найти",order_status
Можете ли вы помочь мне потребовать возмещения денег?,payment_refund
"Хочу узнать больше о твоем чертовом процессе возврата, могу найти некоторую информацию",return_exchange
"Я хочу оставить отзыв о вашей компании, могу ли я получить некоторую помощь?",other
Оставить отзыв об услуге,product_info
"Я бы хотел использовать ваше приложение, мы поможем мне",technical_issue
"Мне нужно узнать чертову стоимость пересылки, можешь мне помочь?",delivery
"Я ищу информацию о распродажах, как мне ее найти?",promo_loyalty
Мне нужна помощь в загрузке счета № 12588.,payment_refund
"Я хочу проверить ваши часы работы, помогите мне.",general_info
"Я хочу использовать ваше мобильное приложение, где мне это сделать?",technical_issue
"Хочу узнать о часах работы вашего магазина, где я могу найти дополнительную информацию",general_info
Мне нужно отправить ответ шарлотте.,general_info
"Я бы хотел проверить, где моя посылка, как это сделать",order_status
"Какова цена ""форд сток""?",product_info
Мне нужна помощь в редактировании моей учетной записи,account
"Я не могу заставить сайт работать на своем компьютере, мне нужна помощь, чтобы сообщить об ошибке",technical_issue
"Мне нравится информация о часах работы вашего магазина, где я могу ее получить",general_info
"Мне нужно указать адрес доставки, как мне это сделать?",delivery
В какой части страны есть тропические леса?,general_info
"Сайт не работает на моем мобильном телефоне, хочу сообщить об ошибке",technical_issue
"Я хотел бы вернуть товар онлайн, могу ли я получить помощь?",return_exchange
"Я хотел бы узнать часы работы вашего магазина, это мне поможет.",general_info
"Мне нужно посмотреть часы твоих покупок, мне нужна помощь",general_info
"Я не могу заставить веб-сайт работать на моем mac, мне нужна помощь, чтобы сообщить о проблеме",technical_issue
"Я хочу, чтобы хелп вернул товар",return_exchange
"Мне нравится информация о продукте, где я могу ее найти",product_info
"Я хочу вернуть товар, купленный онлайн, в магазин, как я могу это сделать?",return_exchange
"Я бы хотел сделать перевод, где я мог бы сделать это",payment_refund
Я хотел бы узнать больше о продажах найти некоторую информацию,promo_loyalty
"Я хочу узнать о вашей чертовой политике возврата, можете ли вы найти какую-нибудь информацию?",return_exchange
"Сделай так, чтобы акции поднялись или упали сегодня для уолмарта.",product_info
Можешь ли ты направить мне живого агента,other
"Мне нужна помощь, чтобы увидеть плату за отмену",order_status
"Я потерял счета от джона, пришлите их мне по почте.",payment_refund
"Я вас не понимаю, мне нужна помощь, чтобы поговорить с оператором",other
"Я бы хотел использовать твое мобильное приложение, оно бы мне помогло.",technical_issue
Можно ли отменить заказ после его размещения?,order_status
"Помогите мне понять, в каких случаях я могу потребовать вернуть свои деньги",payment_refund
"Нужна помощь, чтобы уведомить о проблеме с регистрацией",account
Исправление информации на счете platinum,account
Я жду возмещения в размере 10 долларов.,payment_refund
"Хочу узнать больше о следующих чертовых распродажах, давай найдём какую-нибудь информацию",promo_loyalty
"Мне нужно посмотреть, какие способы доставки вы предлагаете, как это сделать?",delivery
"Я заказал товар, отмените покупку 01jj7n7t",order_status
Какова цена акций (вставить),product_info
"Моя доставка опоздала, куда сообщить о проблемах с доставкой",delivery
См. законопроект № 12588,payment_refund
Могу ли я купить через твое приложение?,technical_issue
"Нужно добавить товары в корзину, как мне это сделать",product_info
"Приложение не работает на моем мобильном телефоне, помогите мне сообщить об ошибке",technical_issue
"Я сделал заказ, но мне не пришел счет, могу ли я его скачать?",payment_refund
"Мне нужно оставить комментарий к вашим услугам, как это сделать?",product_info
Некоторые предметы сломаны. можете ли вы помочь мне сообщить о них?,return_exchange
"Я хочу воспользоваться твоим чертовым мобильным приложением, где мне это сделать?",technical_issue
"Мне нужно просмотреть счета от джона, помогите мне.",payment_refund
"Хочу оставить комментарии о продуктах, где это сделать",other
Хочу сообщить об ошибках в приобретенном мной продукте,product_info
"Я хотел бы узнать больше о чертовых зимних распродажах, мог бы дать мне некоторую информацию",promo_loyalty
Просьба представить географическую информацию о x.,general_info
Есть ли у вас раздел для отправки отзывов об услуге?,product_info
"Я ищу информацию о распродажах, помогите мне.",promo_loyalty
"Мне нужно удалить чертову вещь из корзины, ты мне поможешь?",product_info
"Мне нужно найти что-то, что я купил. как просмотреть историю заказов?",account
Я ищу информацию о чертовых весенних распродажах. не могли бы вы мне помочь?,promo_loyalty
"Я хочу удалить товары из корзины, как мне это сделать?",product_info
Я не могу создать профиль пользователя. помогите сообщить о проблемах с регистрацией.,account
"Мне нужна помощь, чтобы позвонить в чертову службу поддержки клиентов.",general_info
"Я хотел бы увидеть, где мой заказ",order_status
Изменить информацию в бесплатном аккаунте,account
"Мне нужно предложить чертову идею, как сделать продукт лучше, не мог бы ты мне помочь",other
"Что мне нужно сделать, чтобы увидеть текущий статус компенсации?",payment_refund
"Я должен увидеть наличие какого-то гребаного товара в интернете, помогите мне.",product_info
Нужна помощь в открытии премиум-аккаунта,account
Я не получил подтверждение платежа. помогите мне сообщить о чертовой проблеме с оплатой.,payment_refund
Во сколько поезд отправляется из праги в брно?,delivery
Хочу увидеть чертову стоимость доставки,delivery
"Мне нужна информация о чертовых зимних распродажах, как я могу ее получить?",promo_loyalty
"Я не могу оплатить этот товар, отмените заказ 5080mlad.",order_status
Можно ли купить через ваш сайт,technical_issue
"Я бы хотел воспользоваться твоим чертовым приложением, мне нужна помощь",technical_issue
"Я ищу информацию о весенних распродажах, мне нужна помощь",promo_loyalty
"Хочу воспользоваться твоим чертовым мобильным приложением, могу ли я получить помощь?",technical_issue
"Я хотел бы обменять некачественный товар в магазине, где я могу это сделать?",return_exchange
Где я могу подписаться на вашу корпоративную рассылку?,account
Получать счета от джона,payment_refund
"Я хотел бы узнать больше о следующих гребаных распродажах, найти некоторую информацию.",promo_loyalty
Можете ли вы помочь мне заказать несколько ваших продуктов?,order_status
"Я хотел бы открыть счет, где это сделать.",account
"Приложение не работает, сообщите о проблеме",technical_issue
"Хочу проверить, где моя посылка, может мне помочь",order_status
"Мне нужно поискать то, что я купил, помогите мне посмотреть мою чертову историю покупок.",account
Как мне проверить чертову историю покупок,account
"Я хотел бы проверить чертову стоимость пересылки, где я могу это сделать?",delivery
Я пытаюсь связаться с чертовой службой поддержки клиентов.,general_info
"Мне нужно посмотреть часы работы твоего чертового магазина, как мне это сделать?",general_info
"Мне нужно добавить товары в корзину, помогите мне",product_info
Когда айфон обычно падает,product_info
"У меня есть комментарий о вашем бренде, как я могу его отправить?",other
"Мне нужно открыть учетную запись пользователя, не могли бы вы мне помочь?",account
Есть поезд от филадельфии до нью-йорка в полдень?,delivery
"Мне нужно сообщить о чертовой проблеме с доставкой, где я могу это сделать",delivery
"Я ищу информацию о зимних распродажах, может мне поможет",promo_loyalty
Я не могу изменить заказ mp86reyn,order_status
"Я совершил покупку, но не получил счет. помогите мне скачать ее.",payment_refund
Я должен сообщить о проблемах с регистрацией,account
"Мне нужна помощь, чтобы проверить, как скоро я смогу ожидать свою покупку",delivery
"Мне нужно использовать платиновый аккаунт, ты мне поможешь?",account
"Мне нужно воспользоваться твоим чертовым мобильным приложением, где я могу это сделать?",technical_issue
Как я мог использовать твое мобильное приложение?,technical_issue
Я хочу знать о вашем процессе возврата,return_exchange
"Я не могу заставить приложение работать на своем компьютере, мне нужно сообщить о чертовой проблеме",technical_issue
Нужно подать чертову жалобу от клиента,other
Могу ли я увидеть статус покупки 4q5ld2of,order_status
"Мне нужна помощь, чтобы сделать перевод",payment_refund
"Как узнать, в какие часы я могу связаться со службой поддержки клиентов",general_info
"Мне нужно поговорить с чертовым агентом, могу ли я получить помощь?",other
Ищу счет от джона,payment_refund
Как я могу найти информацию о распродажах?,promo_loyalty
"Мой аккаунт украли, помогите мне восстановить пароль",account
"Я хотел бы проверить статус моей замены, могу ли я получить некоторую помощь?",order_status
"Мне нужно проверить наличие товара в магазине, мне нужна помощь",product_info
Хочу поменять некоторые позиции заказа u435ex1m,order_status
"Помогите проверить, какие у меня способы доставки",delivery
У вас есть билеты на поезд?,delivery
Мне нужна помощь для обмена купленных мной товаров,return_exchange
"Мобильное приложение не работает на моем компьютере, мне нужна помощь, чтобы сообщить о проблеме",technical_issue
Можете ли вы помочь мне увидеть принятые варианты оплаты?,payment_refund
"Мне нужна помощь, чтобы настроить адрес доставки",delivery
Расскажи мне больше о редактировании моего адреса,delivery
"Я не могу вспомнить pin-код своего профиля, как его сбросить?",account
"Я не могу произвести платеж, не могли бы вы помочь мне сообщить о чертовых проблемах с оплатой?",payment_refund
"Мне нужно подтвердить наличие товара онлайн, можете ли вы мне помочь?",product_info
"Хочу узнать стоимость рассылки, как мне это сделать?",delivery
"Мне нужна помощь, чтобы просмотреть историю покупок",account
Скажи мне поезда из калифорнии в нью-джерси после 11 вечера.,delivery
Не могли бы вы помочь мне поговорить со службой поддержки?,general_info
"Я заплатил 10$ за заказ, хочу компенсацию",payment_refund
"Мне необходимо проверить наличие товара в магазине, где я могу это сделать?",product_info
Можно ли вернуть товар в магазине?,return_exchange
У меня есть почта?,general_info
Куда я могу подать жалобу на ваш бренд?,other
"Я ищу информацию о дате доставки моей покупки, мне нужна помощь",delivery
